Sockets\Mem_Nodes,0,1,2,3
0-1,9822.775,9711.825,4981.075,4970.975
0-2,8259.05,5626.625,10200.05,5614.125
0-3,7968.975,4646.55,4666.65,7872.475
1-2,4343.65,9805.8,12007.875,4797.5
1-3,5598.825,8021.375,5708.2,8205.675
2-3,4968.3,4981.225,11891.05,9875.525
