socket,node,bw
0,0,19677.465
0,1,10245.555
0,2,8018.055000000001
0,3,7013.16
0,4,5519.25
0,5,5433.48
0,6,5623.785
0,7,3824.775
1,0,10219.815
1,1,19486.62
1,2,7000.47
1,3,8006.175
1,4,5474.205000000001
1,5,5399.1900000000005
1,6,3845.204999999999
1,7,5579.28
2,0,5479.2
2,1,3773.025
2,2,19441.215
2,3,10180.395
2,4,5669.415000000001
2,5,8164.125
2,6,5581.17
2,7,5525.865000000001
3,0,3771.1349999999998
3,1,5477.4450000000015
3,2,10248.21
3,3,19669.95
3,4,5597.91
3,5,8088.615000000001
3,6,3717.0
3,7,3691.6199999999994
4,0,5468.13
4,1,5520.645
4,2,5674.365000000001
4,3,5585.085000000001
4,4,19807.425
4,5,10197.585000000001
4,6,8054.82
4,7,3720.06
5,0,3662.955
5,1,3670.1549999999997
5,2,8158.455000000001
5,3,5680.9349999999995
5,4,10217.744999999999
5,5,19354.815
5,6,7010.19
5,7,5427.945
6,0,8088.165000000001
6,1,3826.98
6,2,5564.7
6,3,5480.1449999999995
6,4,5527.4400000000005
6,5,3775.185
6,6,19623.780000000002
6,7,10253.564999999999
7,0,7091.73
7,1,5579.235
7,2,8056.260000000001
7,3,6749.775
7,4,3771.9900000000002
7,5,5432.624999999999
7,6,10232.820000000002
7,7,19311.840000000004
