socket,node,bw
0,0,10495.075
0,1,5692.225
0,2,4456.299999999999
0,3,3897.325
0,4,3066.175
0,5,3019.2999999999997
0,6,3101.5
0,7,2124.6499999999996
1,0,5688.224999999999
1,1,11002.175000000001
1,2,3902.375
1,3,4448.8
1,4,3041.2999999999997
1,5,3000.1499999999996
1,6,2122.7250000000004
1,7,3098.75
2,0,3065.675
2,1,2092.85
2,2,10868.125
2,3,5674.975
2,4,3150.15
2,5,4533.650000000001
2,6,3068.3
2,7,3069.7249999999995
3,0,2094.9
3,1,3072.2
3,2,5705.724999999999
3,3,10831.575
3,4,3095.475
3,5,4502.85
3,6,2077.825
3,7,2064.0
4,0,3068.975
4,1,3066.65
4,2,3156.075
4,3,3102.725
4,4,10940.475
4,5,5663.575
4,6,4473.275
4,7,2097.225
5,0,2046.8999999999999
5,1,2076.9
5,2,4532.375
5,3,3159.375
5,4,5680.775000000001
5,5,10789.925
5,6,3907.2
5,7,3041.5
6,0,4481.950000000001
6,1,2124.725
6,2,3092.25
6,3,3045.0249999999996
6,4,3070.95
6,5,2096.6
6,6,10547.449999999999
6,7,5695.95
7,0,3946.3999999999996
7,1,3098.9
7,2,4475.4
7,3,3771.7250000000004
7,4,2094.875
7,5,3018.925
7,6,5688.074999999999
7,7,10760.175
