Sockets\Mem_Nodes,0,1,2,3
0,16594.775,3055.575,2626.7,3081.8
1,3104.5,16629.675,3138.075,2623.5
2,2618.9,3140.5,16594.55,3129.95
3,3087.775,2614.475,3061.85,16581.7
