processor,node,bw
0,0,28142.99
0,1,5174.6725
0,2,4460.29
0,3,5237.36
1,0,5279.095
1,1,28243.6725
1,2,5341.8675
1,3,4457.6975
2,0,4516.6875
2,1,5338.8075
2,2,28181.835
2,3,5320.915
3,0,5248.1125
3,1,4445.075
3,2,5201.83
3,3,28192.63
