processor,node,bw
0,0,18166.6675
0,1,9680.565
0,2,7573.287499999999
0,3,6594.4275
0,4,5166.427500000001
0,5,5091.839999999999
0,6,5311.48
0,7,3588.3175
1,0,9673.8925
1,1,18543.940000000002
1,2,6620.182499999999
1,3,7563.3
1,4,5264.7725
1,5,5192.735
1,6,3565.4524999999994
1,7,5266.8125
2,0,5176.287499999999
2,1,3585.1725
2,2,18500.760000000002
2,3,9627.4825
2,4,5406.594999999999
2,5,7710.902500000001
2,6,5216.9175000000005
2,7,5265.452499999999
3,0,3538.5925
3,1,5173.142499999999
3,2,9684.857499999998
3,3,18462.552499999998
3,4,5316.92
3,5,7654.632500000001
3,6,3532.6
3,7,3509.2675
4,0,5164.599999999999
4,1,5166.9800000000005
4,2,5359.8025
4,3,5274.25
4,4,18138.872499999998
4,5,9649.582499999999
4,6,7609.454999999999
4,7,3581.475
5,0,3505.484999999999
5,1,3509.5225
5,2,7706.227499999999
5,3,5324.06
5,4,9700.625
5,5,18574.879999999997
5,6,6679.3425
5,7,5170.72
6,0,7638.694999999999
6,1,3637.0224999999996
6,2,5211.2225
6,3,5135.7
6,4,5221.04
6,5,3592.7374999999997
6,6,17971.464999999997
6,7,9678.1
7,0,6712.279999999999
7,1,5269.065
7,2,7582.6375
7,3,6378.3150000000005
7,4,3561.9249999999997
7,5,5136.592499999999
7,6,9685.7075
7,7,18574.2425
