socket,node,bw
0,0,10686.275
0,1,5694.450000000001
0,2,4454.875
0,3,3879.075
0,4,3039.0750000000003
0,5,2995.2
0,6,3124.3999999999996
0,7,2110.775
1,0,5690.525
1,1,10908.2
1,2,3894.2249999999995
1,3,4449.0
1,4,3096.925
1,5,3054.5499999999997
1,6,2097.325
1,7,3098.125
2,0,3044.875
2,1,2108.925
2,2,10882.800000000001
2,3,5663.225
2,4,3180.35
2,5,4535.825000000001
2,6,3068.775
2,7,3097.325
3,0,2081.525
3,1,3043.0249999999996
3,2,5696.974999999999
3,3,10860.324999999999
3,4,3127.6000000000004
3,5,4502.725
3,6,2078.0
3,7,2064.275
4,0,3038.0
4,1,3039.4
4,2,3152.825
4,3,3102.5
4,4,10669.925
4,5,5676.224999999999
4,6,4476.15
4,7,2106.75
5,0,2062.0499999999997
5,1,2064.425
5,2,4533.075
5,3,3131.8
5,4,5706.25
5,5,10926.4
5,6,3929.025
5,7,3041.6000000000004
6,0,4493.349999999999
6,1,2139.4249999999997
6,2,3065.425
6,3,3021.0
6,4,3071.2
6,5,2113.375
6,6,10571.449999999999
6,7,5693.0
7,0,3948.3999999999996
7,1,3099.45
7,2,4460.375
7,3,3751.9500000000003
7,4,2095.25
7,5,3021.5249999999996
7,6,5697.475
7,7,10926.025
