processor,node,bw
0-1-2-3,1,27343.680000000008
0-1-2-3,2,26229.040000000005
0-1-2-3,3,26369.840000000004
0-1-2-3,4,28871.76
0-1-2-3,5,30171.68
0-1-2-3,6,17918.96
0-1-2-3,7,20919.839999999997
0-1-2-4,1,32030.08
0-1-2-4,2,36883.520000000004
0-1-2-4,3,47727.04000000001
0-1-2-4,4,44922.32
0-1-2-4,5,34353.920000000006
0-1-2-4,6,26333.119999999995
0-1-2-4,7,25557.600000000002
0-1-2-5,1,33523.840000000004
0-1-2-5,2,37874.64000000001
0-1-2-5,3,46120.64
0-1-2-5,4,37193.920000000006
0-1-2-5,5,36280.8
0-1-2-5,6,29996.96
0-1-2-5,7,28008.800000000003
0-1-2-6,1,31177.28
0-1-2-6,2,36277.520000000004
0-1-2-6,3,42270.72
0-1-2-6,4,51236.32000000001
0-1-2-6,5,37487.12000000001
0-1-2-6,6,26584.640000000003
0-1-2-6,7,30470.880000000005
0-1-2-7,1,34173.44
0-1-2-7,2,36013.76
0-1-2-7,3,38750.72
0-1-2-7,4,41297.200000000004
0-1-2-7,5,43780.880000000005
0-1-2-7,6,29286.48
0-1-2-7,7,27198.880000000005
0-1-3-4,1,36298.0
0-1-3-4,2,38617.920000000006
0-1-3-4,3,36124.240000000005
0-1-3-4,4,38327.76
0-1-3-4,5,34307.36
0-1-3-4,6,24665.440000000002
0-1-3-4,7,25218.88
0-1-3-5,1,33255.200000000004
0-1-3-5,2,35604.08
0-1-3-5,3,36910.56
0-1-3-5,4,31143.2
0-1-3-5,5,30720.640000000003
0-1-3-5,6,28287.440000000002
0-1-3-5,7,27535.519999999997
0-1-3-6,1,33784.32
0-1-3-6,2,40267.44
0-1-3-6,3,38018.8
0-1-3-6,4,43427.520000000004
0-1-3-6,5,38669.27999999999
0-1-3-6,6,25676.08
0-1-3-6,7,28704.320000000003
0-1-3-7,1,29559.920000000002
0-1-3-7,2,36933.76
0-1-3-7,3,32657.280000000006
0-1-3-7,4,37029.04
0-1-3-7,5,40847.280000000006
0-1-3-7,6,29086.88
0-1-3-7,7,25734.64
0-1-4-5,1,26104.48
0-1-4-5,2,29785.440000000002
0-1-4-5,3,30064.320000000003
0-1-4-5,4,25535.760000000002
0-1-4-5,5,25347.04
0-1-4-5,6,26919.68
0-1-4-5,7,22845.92
0-1-4-6,1,35848.48
0-1-4-6,2,43047.04000000001
0-1-4-6,3,47886.8
0-1-4-6,4,47711.68
0-1-4-6,5,31378.72
0-1-4-6,6,26989.120000000003
0-1-4-6,7,27033.600000000002
0-1-4-7,1,34518.72
0-1-4-7,2,42938.56
0-1-4-7,3,44433.68
0-1-4-7,4,40860.24
0-1-4-7,5,34729.840000000004
0-1-4-7,6,28788.800000000003
0-1-4-7,7,23701.440000000002
0-1-5-6,1,30525.76
0-1-5-6,2,43766.32000000001
0-1-5-6,3,43589.520000000004
0-1-5-6,4,38919.04
0-1-5-6,5,34852.64000000001
0-1-5-6,6,25514.64
0-1-5-6,7,30495.840000000004
0-1-5-7,1,32253.600000000002
0-1-5-7,2,41060.16
0-1-5-7,3,40055.840000000004
0-1-5-7,4,29624.559999999998
0-1-5-7,5,33362.240000000005
0-1-5-7,6,28186.08
0-1-5-7,7,24616.08
0-1-6-7,1,25711.28
0-1-6-7,2,39523.920000000006
0-1-6-7,3,38623.44
0-1-6-7,4,27301.600000000002
0-1-6-7,5,25516.4
0-1-6-7,6,26453.92
0-1-6-7,7,26741.28
0-2-3-4,1,26938.880000000005
0-2-3-4,2,26570.480000000007
0-2-3-4,3,26074.800000000003
0-2-3-4,4,29735.36
0-2-3-4,5,29695.92
0-2-3-4,6,28555.280000000006
0-2-3-4,7,29445.039999999997
0-2-3-5,1,25235.280000000002
0-2-3-5,2,26067.600000000002
0-2-3-5,3,25737.84
0-2-3-5,4,28213.040000000005
0-2-3-5,5,28487.76
0-2-3-5,6,27778.0
0-2-3-5,7,26033.440000000002
0-2-3-6,1,28505.520000000004
0-2-3-6,2,26380.0
0-2-3-6,3,25412.08
0-2-3-6,4,29927.28
0-2-3-6,5,29229.28
0-2-3-6,6,31341.120000000003
0-2-3-6,7,29272.719999999998
0-2-3-7,1,27087.2
0-2-3-7,2,24397.040000000005
0-2-3-7,3,23616.4
0-2-3-7,4,26559.2
0-2-3-7,5,27068.559999999998
0-2-3-7,6,29197.600000000002
0-2-3-7,7,24049.120000000003
0-2-4-5,1,25313.280000000002
0-2-4-5,2,26012.4
0-2-4-5,3,26231.2
0-2-4-5,4,25268.24
0-2-4-5,5,25193.520000000004
0-2-4-5,6,29384.319999999996
0-2-4-5,7,33877.6
0-2-4-6,1,36969.76
0-2-4-6,2,43230.16
0-2-4-6,3,40699.520000000004
0-2-4-6,4,47009.36
0-2-4-6,5,38839.920000000006
0-2-4-6,6,43951.52
0-2-4-6,7,34171.36
0-2-4-7,1,42684.4
0-2-4-7,2,50779.04000000001
0-2-4-7,3,44553.44
0-2-4-7,4,44081.76
0-2-4-7,5,43713.920000000006
0-2-4-7,6,50830.96000000001
0-2-4-7,7,35589.68000000001
0-2-5-6,1,33481.76
0-2-5-6,2,39722.56
0-2-5-6,3,39505.04000000001
0-2-5-6,4,39537.52000000001
0-2-5-6,5,37947.04
0-2-5-6,6,44926.48000000001
0-2-5-6,7,45166.32000000001
0-2-5-7,1,39301.76
0-2-5-7,2,46295.28
0-2-5-7,3,43440.48000000001
0-2-5-7,4,34485.68000000001
0-2-5-7,5,37990.64000000001
0-2-5-7,6,42781.280000000006
0-2-5-7,7,35508.56
0-2-6-7,1,30031.2
0-2-6-7,2,47426.48
0-2-6-7,3,34638.240000000005
0-2-6-7,4,27406.88
0-2-6-7,5,28619.68
0-2-6-7,6,38792.4
0-2-6-7,7,39850.24
0-3-4-5,1,29093.760000000006
0-3-4-5,2,24288.32
0-3-4-5,3,22909.120000000003
0-3-4-5,4,24301.28
0-3-4-5,5,24064.88
0-3-4-5,6,27017.600000000002
0-3-4-5,7,27076.719999999998
0-3-4-6,1,35530.560000000005
0-3-4-6,2,35868.48
0-3-4-6,3,34277.6
0-3-4-6,4,41715.600000000006
0-3-4-6,5,37538.88
0-3-4-6,6,40297.52000000001
0-3-4-6,7,27350.319999999996
0-3-4-7,1,37684.48
0-3-4-7,2,37711.920000000006
0-3-4-7,3,36863.99999999999
0-3-4-7,4,37873.200000000004
0-3-4-7,5,40312.96
0-3-4-7,6,43988.48
0-3-4-7,7,32273.840000000004
0-3-5-6,1,32328.800000000003
0-3-5-6,2,33894.8
0-3-5-6,3,32960.719999999994
0-3-5-6,4,35940.159999999996
0-3-5-6,5,35999.520000000004
0-3-5-6,6,41633.44
0-3-5-6,7,39288.880000000005
0-3-5-7,1,34105.28
0-3-5-7,2,34332.159999999996
0-3-5-7,3,34464.240000000005
0-3-5-7,4,30097.120000000003
0-3-5-7,5,32365.840000000004
0-3-5-7,6,40276.08000000001
0-3-5-7,7,31940.48
0-3-6-7,1,27998.4
0-3-6-7,2,37880.32
0-3-6-7,3,33359.280000000006
0-3-6-7,4,26448.08
0-3-6-7,5,29853.119999999995
0-3-6-7,6,35215.280000000006
0-3-6-7,7,37372.48
0-4-5-6,1,25742.24
0-4-5-6,2,29410.16
0-4-5-6,3,28114.800000000003
0-4-5-6,4,25823.520000000004
0-4-5-6,5,25157.040000000005
0-4-5-6,6,30064.4
0-4-5-6,7,27257.28
0-4-5-7,1,28805.28
0-4-5-7,2,28943.2
0-4-5-7,3,28107.28
0-4-5-7,4,23345.36
0-4-5-7,5,25704.320000000003
0-4-5-7,6,28594.080000000005
0-4-5-7,7,28168.96
0-4-6-7,1,30147.840000000004
0-4-6-7,2,47510.8
0-4-6-7,3,43408.64000000001
0-4-6-7,4,30036.559999999998
0-4-6-7,5,28444.160000000003
0-4-6-7,6,36294.32
0-4-6-7,7,32072.800000000003
0-5-6-7,1,28195.039999999997
0-5-6-7,2,42862.96
0-5-6-7,3,42030.32
0-5-6-7,4,28010.880000000005
0-5-6-7,5,29883.28
0-5-6-7,6,33028.560000000005
0-5-6-7,7,34466.0
1-2-3-4,1,28326.0
1-2-3-4,2,28112.320000000003
1-2-3-4,3,29626.4
1-2-3-4,4,29031.120000000003
1-2-3-4,5,29798.96
1-2-3-4,6,26546.240000000005
1-2-3-4,7,28355.840000000004
1-2-3-5,1,25153.84
1-2-3-5,2,27762.72
1-2-3-5,3,28805.76
1-2-3-5,4,28407.440000000002
1-2-3-5,5,28623.040000000005
1-2-3-5,6,26242.88
1-2-3-5,7,27731.2
1-2-3-6,1,25810.48
1-2-3-6,2,28413.040000000005
1-2-3-6,3,29623.520000000004
1-2-3-6,4,28700.88
1-2-3-6,5,29463.28
1-2-3-6,6,24116.32
1-2-3-6,7,28330.319999999996
1-2-3-7,1,26817.440000000002
1-2-3-7,2,27128.320000000003
1-2-3-7,3,27582.88
1-2-3-7,4,25890.4
1-2-3-7,5,26901.440000000002
1-2-3-7,6,28983.920000000002
1-2-3-7,7,29624.48
1-2-4-5,1,23457.760000000002
1-2-4-5,2,27872.08
1-2-4-5,3,27581.28
1-2-4-5,4,28981.840000000004
1-2-4-5,5,29180.48
1-2-4-5,6,29899.920000000002
1-2-4-5,7,26680.640000000003
1-2-4-6,1,35071.200000000004
1-2-4-6,2,46386.64
1-2-4-6,3,48649.600000000006
1-2-4-6,4,52315.119999999995
1-2-4-6,5,39963.200000000004
1-2-4-6,6,35372.08000000001
1-2-4-6,7,39702.64
1-2-4-7,1,35356.56
1-2-4-7,2,45197.200000000004
1-2-4-7,3,48198.240000000005
1-2-4-7,4,45062.0
1-2-4-7,5,48483.920000000006
1-2-4-7,6,47713.200000000004
1-2-4-7,7,44262.56
1-2-5-6,1,33458.0
1-2-5-6,2,44146.96
1-2-5-6,3,44268.16
1-2-5-6,4,45820.48000000001
1-2-5-6,5,41628.0
1-2-5-6,6,36699.04
1-2-5-6,7,46243.68
1-2-5-7,1,36245.52
1-2-5-7,2,40078.48
1-2-5-7,3,39925.92
1-2-5-7,4,35392.08000000001
1-2-5-7,5,37752.0
1-2-5-7,6,42288.64000000001
1-2-5-7,7,42473.76000000001
1-2-6-7,1,27449.440000000002
1-2-6-7,2,43284.4
1-2-6-7,3,35722.4
1-2-6-7,4,27352.800000000003
1-2-6-7,5,28095.360000000004
1-2-6-7,6,40116.32000000001
1-2-6-7,7,45607.920000000006
1-3-4-5,1,23959.680000000004
1-3-4-5,2,27336.72
1-3-4-5,3,26111.440000000002
1-3-4-5,4,28319.76
1-3-4-5,5,27544.0
1-3-4-5,6,28758.320000000003
1-3-4-5,7,26965.840000000004
1-3-4-6,1,39336.16
1-3-4-6,2,46010.8
1-3-4-6,3,44287.04000000001
1-3-4-6,4,46225.12000000001
1-3-4-6,5,42759.44
1-3-4-6,6,34506.4
1-3-4-6,7,33632.16
1-3-4-7,1,35248.56
1-3-4-7,2,40606.8
1-3-4-7,3,39602.079999999994
1-3-4-7,4,36391.68
1-3-4-7,5,39805.28
1-3-4-7,6,42421.84
1-3-4-7,7,40956.32000000001
1-3-5-6,1,35582.240000000005
1-3-5-6,2,42955.200000000004
1-3-5-6,3,42331.44
1-3-5-6,4,42220.4
1-3-5-6,5,40080.560000000005
1-3-5-6,6,37207.04
1-3-5-6,7,44606.079999999994
1-3-5-7,1,32315.440000000002
1-3-5-7,2,33228.4
1-3-5-7,3,33623.520000000004
1-3-5-7,4,30545.68
1-3-5-7,5,31259.040000000005
1-3-5-7,6,37749.36
1-3-5-7,7,36884.64000000001
1-3-6-7,1,27321.28
1-3-6-7,2,39001.200000000004
1-3-6-7,3,38216.719999999994
1-3-6-7,4,26373.440000000002
1-3-6-7,5,28740.559999999998
1-3-6-7,6,37079.920000000006
1-3-6-7,7,41300.0
1-4-5-6,1,21854.399999999998
1-4-5-6,2,29658.16
1-4-5-6,3,28107.600000000002
1-4-5-6,4,29092.560000000005
1-4-5-6,5,28393.36
1-4-5-6,6,33607.280000000006
1-4-5-6,7,32513.600000000002
1-4-5-7,1,28875.520000000004
1-4-5-7,2,29483.440000000002
1-4-5-7,3,29024.880000000005
1-4-5-7,4,26002.160000000003
1-4-5-7,5,29709.28
1-4-5-7,6,30124.0
1-4-5-7,7,27576.559999999998
1-4-6-7,1,28080.4
1-4-6-7,2,48032.4
