Sockets\Mem_Nodes,0,1,2,3,4,5,6,7
0-1-2-3,8480.3,8189.16666667,8282.43333333,9134.73333333,9404.53333333,5558.23333333,6493.96666667
0-1-2-4,10046.3,11593.8,15037.1333333,14371.5333333,10829.2,8225.66666667,7949.26666667
0-1-2-5,10505.9666667,11934.7333333,14566.6666667,11763.9333333,11521.5,9398.13333333,8777.46666667
0-1-2-6,9743.7,11430.5666667,13307.8666667,16141.2333333,11765.5,8345.83333333,9481.3
0-1-2-7,10699.1333333,11407.7333333,12195.7333333,12936.4666667,13776.8333333,9105.76666667,8603.06666667
0-1-3-4,11340.2,12150.8666667,11394.1,12014.1333333,10766.7333333,7734.46666667,7871.3
0-1-3-5,10495.8666667,11184.4,11604.6,9816.3,9792.9,8839.4,8598.56666667
0-1-3-6,10615.3,12710.3666667,11950.1333333,13565.0666667,12130.4333333,8097.53333333,8963.36666667
0-1-3-7,9229.73333333,11701.0666667,10231.5666667,11645.7333333,12788.8,9103.36666667,8089.7
0-1-4-5,8087.86666667,9364.3,9388.6,8059.03333333,7967.36666667,8444.36666667,7134.6
0-1-4-6,11225.2333333,13513.3333333,15041.5333333,15145.7666667,9853.7,8486.06666667,8480.3
0-1-4-7,10861.3666667,13548.9333333,14031.0333333,12932.5333333,10961.8,9079.13333333,7395.0
0-1-5-6,9567.03333333,13705.4333333,13679.7666667,12252.8666667,10977.8,8047.76666667,9534.56666667
0-1-5-7,10171.0666667,12861.2,12569.5666667,9303.13333333,10625.9666667,8914.66666667,7771.6
0-1-6-7,8004.6,12438.6333333,12170.7,8557.2,7986.66666667,8324.03333333,8439.23333333
0-2-3-4,8387.76666667,8335.5,8173.73333333,9287.66666667,9313.33333333,8896.13333333,9175.8
0-2-3-5,7934.66666667,8204.16666667,8047.0,8860.23333333,8893.93333333,8746.4,8123.2
0-2-3-6,8987.43333333,8294.86666667,7960.33333333,9366.93333333,9144.03333333,9776.5,9216.23333333
0-2-3-7,8475.56666667,7637.73333333,7390.0,8264.4,8398.4,9086.66666667,7520.7
0-2-4-5,7805.16666667,8155.83333333,8167.13333333,7999.06666667,7920.86666667,9229.8,10604.8666667
0-2-4-6,11695.8666667,13622.5,12780.9333333,15068.1,12249.1333333,13968.4666667,10757.6333333
0-2-4-7,13393.7333333,16039.4,14006.5333333,14201.3333333,13767.3666667,15990.5333333,11181.2333333
0-2-5-6,10501.3666667,12631.8333333,12510.3333333,12515.6,11975.8333333,14067.6,14254.0666667
0-2-5-7,12259.3666667,14520.6666667,13636.3333333,10958.4333333,12108.7666667,13406.8,11156.7333333
0-2-6-7,9362.03333333,14935.6333333,10811.0666667,8577.2,8964.96666667,12204.3,12545.4333333
0-3-4-5,9094.06666667,7577.4,7215.66666667,7654.53333333,7587.43333333,8462.63333333,8527.36666667
0-3-4-6,11081.6666667,11389.0,10771.5666667,13162.0333333,11789.9333333,12736.3333333,8485.16666667
0-3-4-7,11845.6333333,11975.8333333,11589.6666667,12090.7333333,12926.9666667,13834.6666667,10172.7
0-3-5-6,10106.1333333,10698.5,10418.5333333,11307.7,11351.2,13019.0666667,12245.9333333
0-3-5-7,10667.6333333,10663.5666667,10821.6,9440.2,10239.4666667,12682.7333333,9993.43333333
0-3-6-7,8734.26666667,11919.4666667,10545.5666667,8330.23333333,9366.13333333,11089.7,11712.7666667
0-4-5-6,7914.83333333,9149.23333333,8802.7,8121.03333333,7926.83333333,9426.83333333,8451.23333333
0-4-5-7,8994.63333333,9053.4,8784.06666667,7325.8,8101.03333333,8975.23333333,8846.96666667
0-4-6-7,9425.66666667,14875.2666667,13628.5,9385.93333333,8877.9,11425.5,10089.4333333
0-5-6-7,8833.46666667,13409.5666667,13138.5333333,8751.83333333,9354.23333333,10426.1666667,10917.8
1-2-3-4,8839.7,8645.33333333,9311.13333333,9131.13333333,9330.9,8302.76666667,8882.66666667
