socket,node,bw
0-1-4-7,4,6631.3
0-1-4-7,5,5475.25
0-1-4-7,6,5180.375
0-1-4-7,7,4888.5
0-1-5-6,0,6533.375
0-1-5-6,1,5897.8
0-1-5-6,2,6411.4
0-1-5-6,3,6164.475
0-1-5-6,4,6865.749999999999
0-1-5-6,5,5809.125
0-1-5-6,6,5263.575
0-1-5-6,7,5283.0
0-1-5-7,0,6138.05
0-1-5-7,1,6281.85
0-1-5-7,2,6718.625
0-1-5-7,3,6160.075
0-1-5-7,4,5429.5
0-1-5-7,5,7044.625
0-1-5-7,6,4706.5
0-1-5-7,7,5191.575
0-1-6-7,0,6449.525000000001
0-1-6-7,1,4863.875
0-1-6-7,2,6317.975
0-1-6-7,3,5654.700000000001
0-1-6-7,4,4083.225
0-1-6-7,5,3700.675
0-1-6-7,6,5014.75
0-1-6-7,7,5267.2
0-2-3-4,0,5203.675
0-2-3-4,1,5006.75
0-2-3-4,2,7656.950000000001
0-2-3-4,3,7562.125
0-2-3-4,4,7511.625
0-2-3-4,5,5428.55
0-2-3-4,6,4872.300000000001
0-2-3-4,7,4755.075000000001
0-2-3-5,0,4610.9
0-2-3-5,1,4527.375
0-2-3-5,2,7841.175
0-2-3-5,3,6609.099999999999
0-2-3-5,4,7021.5
0-2-3-5,5,7034.625
0-2-3-5,6,4616.2
0-2-3-5,7,4735.375
0-2-3-6,0,4823.525
0-2-3-6,1,4351.5
0-2-3-6,2,7659.650000000001
0-2-3-6,3,7168.625
0-2-3-6,4,6835.225
0-2-3-6,5,5544.975
0-2-3-6,6,5657.9
0-2-3-6,7,4751.65
0-2-3-7,0,5194.5
0-2-3-7,1,5148.475
0-2-3-7,2,7920.424999999999
0-2-3-7,3,6753.375
0-2-3-7,4,5632.625
0-2-3-7,5,6479.65
0-2-3-7,6,4995.875
0-2-3-7,7,5203.625
0-2-4-5,0,5134.975
0-2-4-5,1,4601.3
0-2-4-5,2,7588.700000000001
0-2-4-5,3,5958.55
0-2-4-5,4,7614.9
0-2-4-5,5,6211.625
0-2-4-5,6,6254.849999999999
0-2-4-5,7,4988.75
0-2-4-6,0,7123.575
0-2-4-6,1,5308.2
0-2-4-6,2,7540.7
0-2-4-6,3,6257.925
0-2-4-6,4,7245.700000000001
0-2-4-6,5,5613.025
0-2-4-6,6,7326.324999999999
0-2-4-6,7,5504.35
0-2-4-7,0,7030.4
0-2-4-7,1,5535.625
0-2-4-7,2,7492.15
0-2-4-7,3,6242.025
0-2-4-7,4,6294.725
0-2-4-7,5,5420.6
0-2-4-7,6,6930.7
0-2-4-7,7,5388.95
0-2-5-6,0,6430.450000000001
0-2-5-6,1,4447.375
0-2-5-6,2,7468.975
0-2-5-6,3,6131.075
0-2-5-6,4,6885.625
0-2-5-6,5,5924.6
0-2-5-6,6,7101.425000000001
0-2-5-6,7,4788.425
0-2-5-7,0,6607.95
0-2-5-7,1,5376.775
0-2-5-7,2,7875.15
0-2-5-7,3,6136.2
0-2-5-7,4,5453.325
0-2-5-7,5,6665.425
0-2-5-7,6,6032.275
0-2-5-7,7,6397.1
0-2-6-7,0,6948.825000000001
0-2-6-7,1,4617.375
0-2-6-7,2,7518.75
0-2-6-7,3,5414.925
0-2-6-7,4,4084.8
0-2-6-7,5,4127.474999999999
0-2-6-7,6,7421.025
0-2-6-7,7,5273.075000000001
0-3-4-5,0,4500.075
0-3-4-5,1,5781.050000000001
0-3-4-5,2,6970.474999999999
0-3-4-5,3,6723.075
0-3-4-5,4,7659.0
0-3-4-5,5,7154.724999999999
0-3-4-5,6,5695.950000000001
0-3-4-5,7,4944.799999999999
0-3-4-6,0,6451.150000000001
0-3-4-6,1,5185.35
0-3-4-6,2,6860.225
0-3-4-6,3,6779.35
0-3-4-6,4,7227.4
0-3-4-6,5,5617.5
0-3-4-6,6,6541.175
0-3-4-6,7,4452.45
0-3-4-7,0,6057.35
0-3-4-7,1,6912.375
0-3-4-7,2,7084.200000000001
0-3-4-7,3,6759.075000000001
0-3-4-7,4,6006.200000000001
0-3-4-7,5,6403.15
0-3-4-7,6,6135.125
0-3-4-7,7,4871.575
0-3-5-6,0,6034.825
0-3-5-6,1,4711.275000000001
0-3-5-6,2,6952.125
0-3-5-6,3,6814.525
0-3-5-6,4,6584.375
0-3-5-6,5,6516.225
0-3-5-6,6,6689.974999999999
0-3-5-6,7,4502.700000000001
0-3-5-7,0,5673.175
0-3-5-7,1,6167.45
0-3-5-7,2,7282.0
0-3-5-7,3,6826.374999999999
0-3-5-7,4,5454.775
0-3-5-7,5,6890.55
0-3-5-7,6,5698.650000000001
0-3-5-7,7,6524.325000000001
0-3-6-7,0,6049.625
0-3-6-7,1,5319.725
0-3-6-7,2,7054.95
0-3-6-7,3,6398.9
0-3-6-7,4,4082.05
0-3-6-7,5,4370.950000000001
0-3-6-7,6,6961.924999999999
0-3-6-7,7,5008.05
0-4-5-6,0,5053.55
0-4-5-6,1,4839.525
0-4-5-6,2,6982.25
0-4-5-6,3,6203.6
0-4-5-6,4,7386.4
0-4-5-6,5,5943.25
0-4-5-6,6,6962.049999999999
0-4-5-6,7,4712.4
0-4-5-7,0,5052.575
0-4-5-7,1,4723.05
0-4-5-7,2,6922.525000000001
0-4-5-7,3,6216.1
0-4-5-7,4,5414.3
0-4-5-7,5,6490.575
0-4-5-7,6,5956.025
0-4-5-7,7,4957.85
0-4-6-7,0,6847.2
0-4-6-7,1,4822.675
0-4-6-7,2,6906.2
0-4-6-7,3,5688.75
0-4-6-7,4,4993.525
0-4-6-7,5,4632.125
0-4-6-7,6,7171.225
0-4-6-7,7,6136.4
0-5-6-7,0,6307.224999999999
0-5-6-7,1,4896.325
0-5-6-7,2,6967.15
0-5-6-7,3,5843.55
0-5-6-7,4,5001.725
0-5-6-7,5,4960.700000000001
0-5-6-7,6,6568.849999999999
0-5-6-7,7,5965.200000000001
1-2-3-4,0,4671.35
1-2-3-4,1,4500.400000000001
1-2-3-4,2,6606.075000000001
1-2-3-4,3,7450.825000000001
1-2-3-4,4,7482.225
1-2-3-4,5,5456.400000000001
1-2-3-4,6,3861.7
1-2-3-4,7,4237.2
1-2-3-5,0,4559.200000000001
1-2-3-5,1,4190.775000000001
1-2-3-5,2,6886.174999999999
1-2-3-5,3,7428.5
1-2-3-5,4,7078.650000000001
1-2-3-5,5,6978.475
1-2-3-5,6,4875.05
1-2-3-5,7,4386.525
1-2-3-6,0,4885.925
1-2-3-6,1,4393.0
1-2-3-6,2,6486.375
1-2-3-6,3,7094.875000000001
1-2-3-6,4,6833.875
1-2-3-6,5,5531.45
1-2-3-6,6,4846.125
1-2-3-6,7,5071.6
1-2-3-7,0,4614.2
1-2-3-7,1,4457.875
1-2-3-7,2,6690.299999999999
1-2-3-7,3,7613.7
1-2-3-7,4,5656.924999999999
1-2-3-7,5,6456.475
1-2-3-7,6,4867.325000000001
1-2-3-7,7,5308.025
1-2-4-5,0,4944.05
1-2-4-5,1,4137.975
1-2-4-5,2,7392.974999999999
1-2-4-5,3,6691.775000000001
1-2-4-5,4,7577.8
1-2-4-5,5,6414.775
1-2-4-5,6,6119.35
1-2-4-5,7,4755.8
1-2-4-6,0,6879.8
1-2-4-6,1,5823.375
1-2-4-6,2,6948.75
1-2-4-6,3,6406.8
1-2-4-6,4,7178.475
1-2-4-6,5,5728.025
1-2-4-6,6,6207.475
1-2-4-6,7,4938.625
1-2-4-7,0,6000.125000000001
1-2-4-7,1,5818.724999999999
1-2-4-7,2,7172.275
1-2-4-7,3,6602.05
1-2-4-7,4,6322.675
1-2-4-7,5,5425.85
1-2-4-7,6,5452.975
1-2-4-7,7,6345.424999999999
1-2-5-6,0,6080.125000000001
1-2-5-6,1,5632.05
1-2-5-6,2,7322.450000000001
1-2-5-6,3,6145.575
1-2-5-6,4,6885.375
1-2-5-6,5,6333.4
1-2-5-6,6,6252.375
1-2-5-6,7,6867.35
1-2-5-7,0,5823.4
1-2-5-7,1,5260.175
1-2-5-7,2,7324.650000000001
1-2-5-7,3,6470.4
1-2-5-7,4,5921.9
1-2-5-7,5,6464.674999999999
1-2-5-7,6,6096.925
1-2-5-7,7,7104.475
1-2-6-7,0,5965.6
1-2-6-7,1,4907.2
1-2-6-7,2,7172.650000000001
1-2-6-7,3,5623.650000000001
1-2-6-7,4,4054.7
1-2-6-7,5,4404.475
1-2-6-7,6,5563.125
1-2-6-7,7,6872.325000000001
1-3-4-5,0,4678.075
1-3-4-5,1,4491.8
1-3-4-5,2,6468.950000000001
1-3-4-5,3,7278.0
1-3-4-5,4,7590.950000000001
1-3-4-5,5,6750.375
1-3-4-5,6,5777.275
1-3-4-5,7,4767.674999999999
1-3-4-6,0,5631.025
1-3-4-6,1,6426.925
1-3-4-6,2,6723.924999999999
1-3-4-6,3,6996.8
1-3-4-6,4,7198.799999999999
1-3-4-6,5,5693.724999999999
1-3-4-6,6,5705.6
1-3-4-6,7,4362.8
1-3-4-7,0,5515.5
1-3-4-7,1,7086.749999999999
1-3-4-7,2,6790.85
1-3-4-7,3,7006.775
1-3-4-7,4,6305.325
1-3-4-7,5,6398.400000000001
1-3-4-7,6,5357.425
1-3-4-7,7,6313.475
1-3-5-6,0,5855.025
1-3-5-6,1,5908.075
1-3-5-6,2,6006.75
1-3-5-6,3,6947.075000000001
1-3-5-6,4,6877.375
1-3-5-6,5,6498.075000000001
1-3-5-6,6,5585.475
1-3-5-6,7,6480.575000000001
1-3-5-7,0,4887.925
1-3-5-7,1,6024.775000000001
1-3-5-7,2,6011.475
1-3-5-7,3,7180.400000000001
1-3-5-7,4,5502.275
1-3-5-7,5,6863.925
1-3-5-7,6,4661.575
1-3-5-7,7,6038.775000000001
1-3-6-7,0,5548.575
1-3-6-7,1,5182.849999999999
1-3-6-7,2,6701.174999999999
1-3-6-7,3,6621.8
1-3-6-7,4,4089.7
1-3-6-7,5,4343.025
1-3-6-7,6,4698.45
1-3-6-7,7,6380.55
1-4-5-6,0,4663.125
1-4-5-6,1,4230.05
1-4-5-6,2,6455.275
1-4-5-6,3,6481.425
1-4-5-6,4,7372.925
1-4-5-6,5,5879.7
1-4-5-6,6,6170.35
1-4-5-6,7,4777.2
1-4-5-7,0,5101.674999999999
1-4-5-7,1,4662.825000000001
1-4-5-7,2,6349.475
1-4-5-7,3,6490.224999999999
1-4-5-7,4,5927.4
1-4-5-7,5,6517.275
1-4-5-7,6,5645.65
1-4-5-7,7,5180.5
1-4-6-7,0,6153.65
1-4-6-7,1,5108.599999999999
1-4-6-7,2,6607.700000000001
1-4-6-7,3,6157.075
1-4-6-7,4,4889.65
1-4-6-7,5,4756.475
1-4-6-7,6,5265.975
1-4-6-7,7,5837.6
1-5-6-7,0,5945.55
1-5-6-7,1,4610.599999999999
1-5-6-7,2,6502.575000000001
1-5-6-7,3,5849.075
1-5-6-7,4,4676.9
1-5-6-7,5,5103.325
1-5-6-7,6,5729.425
1-5-6-7,7,7106.299999999999
2-3-4-5,0,3028.35
2-3-4-5,1,3085.925
2-3-4-5,2,8085.199999999999
2-3-4-5,3,7234.549999999999
2-3-4-5,4,7624.7
2-3-4-5,5,7482.099999999999
2-3-4-5,6,4485.025
2-3-4-5,7,3439.9249999999997
2-3-4-6,0,4078.4
2-3-4-6,1,4325.225
2-3-4-6,2,7605.75
2-3-4-6,3,6889.650000000001
2-3-4-6,4,7130.725
2-3-4-6,5,5361.65
2-3-4-6,6,4966.675
2-3-4-6,7,4567.674999999999
2-3-4-7,0,4255.4
2-3-4-7,1,4073.4000000000005
2-3-4-7,2,7633.799999999999
2-3-4-7,3,7443.4
2-3-4-7,4,6387.325
2-3-4-7,5,6919.65
2-3-4-7,6,4941.375
2-3-4-7,7,4647.3
2-3-5-6,0,3764.3500000000004
2-3-5-6,1,3861.15
2-3-5-6,2,7823.174999999999
2-3-5-6,3,5921.700000000001
2-3-5-6,4,6921.25
2-3-5-6,5,6699.25
2-3-5-6,6,5121.200000000001
2-3-5-6,7,5314.275
2-3-5-7,0,4192.15
2-3-5-7,1,3824.1
2-3-5-7,2,7808.125
2-3-5-7,3,6420.125
2-3-5-7,4,5564.599999999999
2-3-5-7,5,7254.449999999999
2-3-5-7,6,5096.625
2-3-5-7,7,5472.95
2-3-6-7,0,4219.125
2-3-6-7,1,3852.5
2-3-6-7,2,7617.825000000001
2-3-6-7,3,5860.349999999999
2-3-6-7,4,4093.7
2-3-6-7,5,4758.9
2-3-6-7,6,5259.625
2-3-6-7,7,4880.55
2-4-5-6,0,4717.375
2-4-5-6,1,4364.674999999999
2-4-5-6,2,7395.475
2-4-5-6,3,5442.025
2-4-5-6,4,7385.675
2-4-5-6,5,5837.775000000001
2-4-5-6,6,6629.025
2-4-5-6,7,5282.825
2-4-5-7,0,4160.6
2-4-5-7,1,3804.1000000000004
2-4-5-7,2,7564.325000000001
2-4-5-7,3,6230.725
2-4-5-7,4,5629.424999999999
2-4-5-7,5,7428.299999999999
2-4-5-7,6,6237.674999999999
2-4-5-7,7,4965.825000000001
2-4-6-7,0,6379.700000000001
2-4-6-7,1,4802.075
2-4-6-7,2,7372.525
2-4-6-7,3,5433.8
2-4-6-7,4,5095.325000000001
2-4-6-7,5,5002.3
2-4-6-7,6,7795.5
2-4-6-7,7,5246.675
2-5-6-7,0,5659.299999999999
2-5-6-7,1,4777.675
2-5-6-7,2,7427.875
2-5-6-7,3,5453.825
2-5-6-7,4,4814.625
2-5-6-7,5,5352.4
2-5-6-7,6,6634.549999999999
2-5-6-7,7,7043.725
3-4-5-6,0,3827.775
3-4-5-6,1,4624.525
3-4-5-6,2,6931.575
3-4-5-6,3,6749.1
3-4-5-6,4,7392.174999999999
3-4-5-6,5,6076.15
3-4-5-6,6,6069.225
3-4-5-6,7,4937.025
3-4-5-7,0,4467.625
3-4-5-7,1,4501.775
3-4-5-7,2,6963.625
3-4-5-7,3,6507.125
3-4-5-7,4,5707.45
3-4-5-7,5,7353.05
3-4-5-7,6,6179.2
3-4-5-7,7,4724.225
3-4-6-7,0,5883.400000000001
3-4-6-7,1,4815.25
3-4-6-7,2,7070.275
3-4-6-7,3,6615.424999999999
3-4-6-7,4,5007.4
3-4-6-7,5,5142.375
3-4-6-7,6,6712.95
3-4-6-7,7,4786.950000000001
3-5-6-7,0,5691.45
3-5-6-7,1,4459.975
3-5-6-7,2,6922.450000000001
3-5-6-7,3,6149.924999999999
3-5-6-7,4,5100.75
3-5-6-7,5,5277.375
3-5-6-7,6,5851.575000000001
3-5-6-7,7,6479.3
4-5-6-7,0,4191.849999999999
4-5-6-7,1,3079.825
4-5-6-7,2,6969.525
4-5-6-7,3,5595.575
4-5-6-7,4,4973.225
4-5-6-7,5,4944.35
4-5-6-7,6,6658.575000000001
4-5-6-7,7,4806.974999999999
