socket,node,bw
0-1-2-3,0,5107.75
0-1-2-3,1,5568.675
0-1-2-3,2,6539.9
0-1-2-3,3,6237.849999999999
0-1-2-3,4,6912.475
0-1-2-3,5,5628.275
0-1-2-3,6,3007.4249999999997
0-1-2-3,7,3476.575
0-1-2-4,0,7352.400000000001
0-1-2-4,1,5898.174999999999
0-1-2-4,2,6641.175
0-1-2-4,3,6202.25
0-1-2-4,4,7448.125
0-1-2-4,5,5438.300000000001
0-1-2-4,6,4115.925
0-1-2-4,7,4384.549999999999
0-1-2-5,0,6886.875
0-1-2-5,1,5569.2
0-1-2-5,2,7133.075000000001
0-1-2-5,3,5934.075
0-1-2-5,4,7050.825
0-1-2-5,5,6116.825000000001
0-1-2-5,6,4798.225
0-1-2-5,7,4778.8
0-1-2-6,0,7358.325
0-1-2-6,1,5707.975
0-1-2-6,2,6666.4
0-1-2-6,3,6045.049999999999
0-1-2-6,4,6828.3
0-1-2-6,5,5351.95
0-1-2-6,6,4906.475
0-1-2-6,7,5023.525
0-1-2-7,0,6521.675
0-1-2-7,1,5720.175
0-1-2-7,2,6857.35
0-1-2-7,3,6376.099999999999
0-1-2-7,4,5632.725
0-1-2-7,5,5586.5
0-1-2-7,6,4810.974999999999
0-1-2-7,7,5202.325000000001
0-1-3-4,0,5508.775
0-1-3-4,1,7075.225
0-1-3-4,2,6385.650000000001
0-1-3-4,3,6703.15
0-1-3-4,4,7513.950000000001
0-1-3-4,5,5417.525000000001
0-1-3-4,6,3832.175
0-1-3-4,7,4140.275
0-1-3-5,0,4934.625
0-1-3-5,1,5940.9
0-1-3-5,2,5982.125
0-1-3-5,3,6854.35
0-1-3-5,4,7050.875
0-1-3-5,5,6944.625000000001
0-1-3-5,6,4714.25
0-1-3-5,7,4788.125
0-1-3-6,0,5303.6
0-1-3-6,1,5255.0
0-1-3-6,2,6168.200000000001
0-1-3-6,3,6693.175000000001
0-1-3-6,4,6832.05
0-1-3-6,5,5307.575
0-1-3-6,6,4711.575
0-1-3-6,7,4659.625
0-1-3-7,0,5995.075000000001
0-1-3-7,1,7176.725
0-1-3-7,2,6096.975
0-1-3-7,3,6466.075000000001
0-1-3-7,4,5639.799999999999
0-1-3-7,5,6144.525
0-1-3-7,6,4753.725
0-1-3-7,7,5139.4
0-1-4-5,0,5538.35
0-1-4-5,1,4734.200000000001
0-1-4-5,2,6141.175
0-1-4-5,3,6434.15
0-1-4-5,4,7594.175
0-1-4-5,5,5517.775000000001
0-1-4-5,6,4806.4
0-1-4-5,7,3949.65
0-1-4-6,0,7566.725
0-1-4-6,1,5674.025
0-1-4-6,2,6451.1
0-1-4-6,3,6144.6
0-1-4-6,4,7301.05
0-1-4-6,5,4981.5
0-1-4-6,6,4782.75
0-1-4-6,7,4391.475
0-1-4-7,0,6650.525000000001
0-1-4-7,1,7501.425
0-1-4-7,2,6442.625
0-1-4-7,3,6140.825
