Sockets\Mem_Nodes,0,1,2,3,4,5,6,7
0-1-2-3,8894.73333333,8264.83333333,8300.23333333,9324.26666667,9531.13333333,5819.1,6579.06666667
0-1-2-4,11314.5666667,11692.0,15260.6333333,14614.2666667,10753.1666667,8366.9,7999.1
0-1-2-5,11203.2,11972.9666667,14978.8333333,11585.8333333,11150.7333333,9255.63333333,9006.06666667
0-1-2-6,9870.66666667,11447.1333333,13079.4,15804.4333333,11715.4333333,8503.93333333,9436.46666667
0-1-2-7,10664.0,11525.8,12917.9,13137.6333333,13749.9333333,9171.86666667,8564.66666667
0-1-3-4,11224.5666667,12596.1,11502.0,10705.1333333,11160.6333333,7815.5,7791.3
0-1-3-5,10687.6666667,11674.0666667,12069.7,9853.7,10541.8666667,9033.53333333,8467.9
0-1-3-6,10492.8666667,12172.3333333,12032.2666667,13673.1333333,12307.4666667,8234.13333333,9110.23333333
0-1-3-7,9461.63333333,10922.0333333,10192.9666667,12085.1333333,13570.8,9162.43333333,8144.8
0-1-4-5,7807.23333333,9995.0,9264.63333333,7888.03333333,8039.76666667,8285.06666667,7677.03333333
0-1-4-6,11193.2666667,13440.8333333,15054.9333333,15501.9666667,9841.0,8493.36666667,8391.8
0-1-4-7,12282.7,13293.3333333,14126.7666667,12951.3,11008.4,9236.13333333,8009.46666667
0-1-5-6,10213.8333333,13664.8666667,13910.0,12372.7333333,10745.0333333,8388.8,9473.8
0-1-5-7,10701.2666667,12735.5,12653.2666667,9628.2,10697.9333333,8592.16666667,7803.43333333
0-1-6-7,8619.1,12442.5666667,11910.9333333,8531.86666667,7968.36666667,8058.0,8317.73333333
0-2-3-4,8365.4,8407.46666667,8985.03333333,9364.16666667,9333.7,8618.8,7579.7
0-2-3-5,9053.63333333,8229.06666667,8189.5,8876.33333333,9024.5,9305.26666667,9051.76666667
0-2-3-6,7866.1,8345.43333333,8249.23333333,9213.66666667,9131.56666667,7981.6,8959.73333333
0-2-3-7,8356.9,7781.2,7408.5,8048.76666667,8351.63333333,9530.9,7713.73333333
0-2-4-5,9124.23333333,8552.53333333,8484.43333333,8143.33333333,8140.33333333,8866.03333333,9188.13333333
0-2-4-6,11444.5333333,14008.3666667,13176.8,14410.1666667,12122.1666667,13772.4333333,10644.8333333
0-2-4-7,13194.9333333,16006.5333333,14005.2333333,14345.9,13718.9666667,16011.1666667,11199.0666667
0-2-5-6,9504.8,12799.2666667,12245.8,12294.7,12015.1,13877.0,14159.8666667
0-2-5-7,11544.8,14219.2333333,13580.2333333,11035.6,12634.1,11463.9666667,10939.7333333
0-2-6-7,9184.73333333,14711.1,10698.9,8409.46666667,8847.96666667,12247.5333333,12021.2333333
0-3-4-5,8913.2,7700.8,7254.73333333,7578.1,7917.7,10085.7,9120.13333333
0-3-4-6,11511.0666667,11444.7333333,11315.1333333,13194.7666667,12105.6333333,12838.2666667,9823.2
0-3-4-7,11871.7333333,11579.4333333,11705.1666667,12564.6666667,13793.1333333,13992.8666667,10654.3333333
0-3-5-6,10155.3,10933.6333333,10620.4,11345.9666667,11207.7,11926.2,11586.8333333
0-3-5-7,11320.3333333,11084.5,10831.4666667,9850.46666667,9413.03333333,11027.5333333,10653.4666667
0-3-6-7,9273.0,11735.0,10660.3333333,8087.26666667,9125.9,11313.8333333,11640.5333333
0-4-5-6,7478.63333333,9443.06666667,8997.33333333,8027.36666667,7999.1,9205.23333333,8886.16666667
0-4-5-7,9281.36666667,9251.4,9057.06666667,6992.73333333,8126.36666667,8947.56666667,8934.43333333
0-4-6-7,9207.7,14656.4333333,13506.3666667,9368.0,9091.96666667,11620.8666667,9885.76666667
0-5-6-7,9332.36666667,13588.6333333,13262.0,8428.5,9344.73333333,10596.6666667,10839.8666667
1-2-3-4,7957.2,9049.76666667,9388.43333333,9260.23333333,9327.06666667,7356.16666667,8239.96666667
1-2-3-5,7520.6,8533.56666667,8927.1,8774.56666667,8945.66666667,7986.53333333,7994.03333333
1-2-3-6,8146.3,9211.53333333,9345.3,9267.3,9533.66666667,6937.3,9185.3
1-2-3-7,8028.4,8178.96666667,8472.6,7920.3,8196.36666667,8712.46666667,8014.16666667
1-2-4-5,7468.33333333,8982.26666667,8627.23333333,8821.96666667,9003.4,8953.4,8281.2
1-2-4-6,11071.4333333,15330.5,15648.7333333,16973.7333333,12902.5,11519.3333333,12391.5666667
1-2-4-7,10670.1333333,13920.3,14452.0,12874.9,14706.1333333,13875.5333333,13759.7666667
1-2-5-6,10494.7333333,14078.2666667,14091.5666667,14420.6333333,13616.8333333,12006.1666667,14494.6666667
1-2-5-7,10105.6,12108.2333333,10860.4666667,10719.5666667,11576.2666667,12620.2666667,13537.1666667
1-2-6-7,8651.93333333,12823.7,10861.4,8565.16666667,8762.23333333,12892.5666667,14049.6666667
