socket,node,bw
0-1-2-3,1,8897.125
0-1-2-3,2,8235.325
0-1-2-3,3,8234.925
0-1-2-3,4,9288.85
0-1-2-3,5,9541.175
0-1-2-3,6,5892.15
0-1-2-3,7,6607.85
0-1-2-4,1,11303.55
0-1-2-4,2,11602.3
0-1-2-4,3,15139.375
0-1-2-4,4,14406.775
0-1-2-4,5,10733.575
0-1-2-4,6,8383.45
0-1-2-4,7,7984.575000000001
0-1-2-5,1,11192.474999999999
0-1-2-5,2,11877.525
0-1-2-5,3,14898.649999999998
0-1-2-5,4,11489.825
0-1-2-5,5,10928.05
0-1-2-5,6,9235.474999999999
0-1-2-5,7,9011.625
0-1-2-6,1,9826.275
0-1-2-6,2,11373.15
0-1-2-6,3,12865.849999999999
0-1-2-6,4,15706.325
0-1-2-6,5,11682.75
0-1-2-6,6,8435.575
0-1-2-6,7,9431.625
0-1-2-7,1,10654.825
0-1-2-7,2,11372.325
0-1-2-7,3,12768.175
0-1-2-7,4,13085.375
0-1-2-7,5,13638.475
0-1-2-7,6,9205.0
0-1-2-7,7,8559.175000000001
0-1-3-4,1,11217.575
0-1-3-4,2,12523.675
0-1-3-4,3,11389.875
0-1-3-4,4,10592.175000000001
0-1-3-4,5,11092.25
0-1-3-4,6,7807.125
0-1-3-4,7,7837.3
0-1-3-5,1,10715.225
0-1-3-5,2,11613.25
0-1-3-5,3,12000.775000000001
0-1-3-5,4,9778.525
0-1-3-5,5,10424.975
0-1-3-5,6,9081.75
0-1-3-5,7,8517.675
0-1-3-6,1,10435.875
0-1-3-6,2,12100.675
0-1-3-6,3,11812.175
0-1-3-6,4,13618.625
0-1-3-6,5,12250.425
0-1-3-6,6,8192.0
0-1-3-6,7,9116.099999999999
0-1-3-7,1,9442.1
0-1-3-7,2,10819.375
0-1-3-7,3,10158.525000000001
0-1-3-7,4,12077.55
0-1-3-7,5,13546.025
0-1-3-7,6,9151.35
0-1-3-7,7,8099.575
0-1-4-5,1,7793.349999999999
0-1-4-5,2,9943.125
0-1-4-5,3,9244.974999999999
0-1-4-5,4,7776.25
0-1-4-5,5,7982.325000000001
0-1-4-5,6,8302.325
0-1-4-5,7,7663.424999999999
0-1-4-6,1,11151.425
0-1-4-6,2,13470.0
0-1-4-6,3,14890.15
0-1-4-6,4,15368.925
0-1-4-6,5,9824.275000000001
0-1-4-6,6,8451.4
0-1-4-6,7,8412.0
0-1-4-7,1,12175.675
0-1-4-7,2,13258.75
0-1-4-7,3,14140.275
0-1-4-7,4,12851.475
0-1-4-7,5,10937.325
0-1-4-7,6,9265.225
0-1-4-7,7,8000.549999999999
0-1-5-6,1,10243.85
0-1-5-6,2,13725.625
0-1-5-6,3,13887.2
0-1-5-6,4,12275.025
0-1-5-6,5,10717.675
0-1-5-6,6,8296.0
0-1-5-6,7,9503.075
0-1-5-7,1,10597.9
0-1-5-7,2,12718.05
0-1-5-7,3,12615.025
0-1-5-7,4,9568.9
0-1-5-7,5,10442.825
0-1-5-7,6,8612.7
0-1-5-7,7,7748.125
0-1-6-7,1,8584.6
0-1-6-7,2,12381.275
0-1-6-7,3,11889.325
0-1-6-7,4,8472.5
0-1-6-7,5,7961.625
0-1-6-7,6,7969.474999999999
0-1-6-7,7,8220.075
0-2-3-4,1,8300.275
0-2-3-4,2,8334.9
0-2-3-4,3,8899.475
0-2-3-4,4,9366.775
0-2-3-4,5,9338.300000000001
0-2-3-4,6,8527.099999999999
0-2-3-4,7,7555.299999999999
0-2-3-5,1,9038.825
0-2-3-5,2,8241.850000000002
0-2-3-5,3,8178.225
0-2-3-5,4,8898.275000000001
0-2-3-5,5,9001.7
