Sockets\Mem_Nodes,0,1,2,3,4,5,6,7
0-1-2-3,5010.96666667,4826.5,6689.9,6351.76666667,7010.66666667,5634.4,2960.93333333,3317.76666667
0-1-2-4,7442.43333333,5963.53333333,6570.96666667,6239.03333333,7587.06666667,5628.8,4137.76666667,3917.23333333
0-1-2-5,6907.83333333,5403.06666667,7216.9,5981.76666667,7170.4,6137.6,4624.3,4809.03333333
0-1-2-6,7421.16666667,5408.66666667,6919.9,6103.63333333,6901.73333333,5374.96666667,4830.46666667,4949.5
0-1-2-7,6581.66666667,6019.1,6844.46666667,6413.53333333,5647.43333333,5610.26666667,4715.96666667,4818.16666667
0-1-3-4,5455.7,6956.63333333,6283.83333333,6726.66666667,7923.8,5618.36666667,3828.63333333,4145.8
0-1-3-5,4779.46666667,6274.33333333,6258.56666667,6633.36666667,7155.5,6622.53333333,4721.66666667,4798.13333333
0-1-3-6,5170.5,5312.63333333,6271.33333333,6769.03333333,6923.9,5245.03333333,4731.0,4625.86666667
0-1-3-7,5994.1,7286.3,6376.8,6633.16666667,5652.8,6182.3,4993.86666667,5261.86666667
0-1-4-5,5111.36666667,4782.76666667,6522.86666667,6489.06666667,7536.2,5685.1,4777.06666667,3901.73333333
0-1-4-6,7675.2,5792.0,6507.16666667,6198.63333333,7316.3,5052.86666667,4897.33333333,4371.26666667
0-1-4-7,6462.76666667,7615.46666667,6516.36666667,6198.73333333,6411.33333333,5285.96666667,5031.6,4793.16666667
0-1-5-6,6756.56666667,5832.23333333,6496.1,6208.16666667,6959.3,5809.36666667,4846.23333333,4965.33333333
0-1-5-7,5949.63333333,6138.7,6814.93333333,6218.66666667,5282.3,6764.83333333,4726.16666667,4996.9
0-1-6-7,6620.3,4899.6,6510.43333333,5744.66666667,4077.03333333,3743.36666667,4969.33333333,4895.76666667
0-2-3-4,5111.0,4688.13333333,7770.93333333,7528.16666667,7635.73333333,5471.73333333,4638.6,4746.6
0-2-3-5,4612.36666667,4988.46666667,7930.5,6709.13333333,7182.33333333,7186.2,4679.76666667,4432.8
0-2-3-6,5124.7,4373.13333333,7782.23333333,6810.76666667,6679.0,5584.03333333,6338.9,4731.93333333
0-2-3-7,4710.1,5014.0,8071.93333333,6842.4,5628.93333333,6349.06666667,4622.06666667,4868.4
0-2-4-5,5056.73333333,4813.2,7713.66666667,6451.26666667,7552.4,6106.33333333,6242.6,4777.16666667
0-2-4-6,7198.16666667,5565.53333333,7726.83333333,6393.0,7328.16666667,5632.66666667,7416.83333333,4916.6
0-2-4-7,7131.16666667,5953.76666667,7614.9,6381.26666667,6455.4,5468.1,7033.4,5399.96666667
0-2-5-6,6759.23333333,4612.16666667,7504.26666667,6002.76666667,6983.7,6959.16666667,7195.16666667,5165.1
0-2-5-7,6667.33333333,5296.93333333,7863.26666667,6070.1,5453.6,6507.7,6474.1,6404.53333333
0-2-6-7,7015.33333333,4707.46666667,7541.93333333,5394.8,4080.43333333,4506.7,7523.96666667,5190.86666667
0-3-4-5,4519.23333333,5230.26666667,6737.83333333,6779.86666667,7741.03333333,7040.3,5745.86666667,4666.86666667
0-3-4-6,6417.43333333,5641.36666667,7193.16666667,6946.63333333,7275.9,5554.13333333,6593.76666667,4292.3
0-3-4-7,6582.96666667,6983.76666667,7198.4,6815.8,6271.63333333,6434.0,6184.16666667,5282.43333333
0-3-5-6,6008.6,4991.6,7019.4,6870.1,6963.16666667,6683.93333333,6738.03333333,4510.46666667
