processor,node,bw
0-1-2-3,0,15973.040000000003
0-1-2-3,1,15353.519999999999
0-1-2-3,2,21204.72
0-1-2-3,3,20153.520000000004
0-1-2-3,4,22084.960000000003
0-1-2-3,5,17883.2
0-1-2-3,6,9478.880000000003
0-1-2-3,7,10595.2
0-1-2-4,0,23504.48
0-1-2-4,1,19025.760000000002
0-1-2-4,2,20887.2
0-1-2-4,3,19800.72
0-1-2-4,4,23900.640000000003
0-1-2-4,5,17875.440000000002
0-1-2-4,6,13244.320000000002
0-1-2-4,7,12550.720000000001
0-1-2-5,0,21941.920000000002
0-1-2-5,1,17129.840000000004
0-1-2-5,2,22846.800000000003
0-1-2-5,3,18930.8
0-1-2-5,4,22579.2
0-1-2-5,5,19448.8
0-1-2-5,6,14792.24
0-1-2-5,7,15394.159999999998
0-1-2-6,0,23451.12
0-1-2-6,1,17172.96
0-1-2-6,2,21934.88
0-1-2-6,3,19327.440000000002
0-1-2-6,4,21831.68
0-1-2-6,5,17097.760000000002
0-1-2-6,6,15403.04
0-1-2-6,7,15702.559999999998
0-1-2-7,0,20860.08
0-1-2-7,1,19131.359999999997
0-1-2-7,2,21698.08
0-1-2-7,3,20336.960000000006
0-1-2-7,4,17978.64
0-1-2-7,5,17809.039999999997
0-1-2-7,6,14979.760000000002
0-1-2-7,7,15402.08
0-1-3-4,0,17278.320000000003
0-1-3-4,1,21980.48
0-1-3-4,2,19932.320000000003
0-1-3-4,3,21353.28
0-1-3-4,4,24928.320000000003
0-1-3-4,5,17823.04
0-1-3-4,6,12254.720000000001
0-1-3-4,7,13273.44
0-1-3-5,0,15296.88
0-1-3-5,1,19971.36
0-1-3-5,2,19803.040000000005
0-1-3-5,3,21063.2
0-1-3-5,4,22547.040000000005
0-1-3-5,5,20960.72
0-1-3-5,6,15100.88
0-1-3-5,7,15351.2
0-1-3-6,0,16390.0
0-1-3-6,1,16846.64
0-1-3-6,2,19905.04
0-1-3-6,3,21458.64
0-1-3-6,4,21894.08
0-1-3-6,5,16668.64
0-1-3-6,6,15067.44
0-1-3-6,7,14903.920000000002
0-1-3-7,0,19045.120000000003
0-1-3-7,1,22948.240000000005
0-1-3-7,2,20146.4
0-1-3-7,3,21014.32
