8 nodes available
memory interleaved on 0 2 3 4 6,STREAM,Copy,4275.56,MB/s,Scale,4293.90,MB/s,Add,5185.83,MB/s,Triad,4017.23,MB/s
memory interleaved on 1 2 3 4 6,STREAM,Copy,4388.80,MB/s,Scale,4391.31,MB/s,Add,5324.10,MB/s,Triad,4189.93,MB/s
memory interleaved on 0 1 2 3 4 6,STREAM,Copy,4444.05,MB/s,Scale,4333.34,MB/s,Add,5308.44,MB/s,Triad,4125.82,MB/s
memory interleaved on 5 6,STREAM,Copy,4571.34,MB/s,Scale,4580.02,MB/s,Add,5192.78,MB/s,Triad,4567.94,MB/s
memory interleaved on 0 5 6,STREAM,Copy,4192.95,MB/s,Scale,4638.97,MB/s,Add,5270.84,MB/s,Triad,4265.44,MB/s
memory interleaved on 1 5 6,STREAM,Copy,4108.94,MB/s,Scale,4953.63,MB/s,Add,5354.77,MB/s,Triad,4623.74,MB/s
memory interleaved on 0 1 5 6,STREAM,Copy,4689.38,MB/s,Scale,4328.46,MB/s,Add,5124.53,MB/s,Triad,4298.70,MB/s
memory interleaved on 2 5 6,STREAM,Copy,4448.00,MB/s,Scale,4987.18,MB/s,Add,5563.62,MB/s,Triad,4683.05,MB/s
memory interleaved on 0 2 5 6,STREAM,Copy,4762.61,MB/s,Scale,4525.80,MB/s,Add,5351.80,MB/s,Triad,4367.80,MB/s
memory interleaved on 1 2 5 6,STREAM,Copy,4970.85,MB/s,Scale,4591.43,MB/s,Add,5401.11,MB/s,Triad,4639.94,MB/s
memory interleaved on 0 1 2 5 6,STREAM,Copy,4759.33,MB/s,Scale,4797.90,MB/s,Add,5647.53,MB/s,Triad,4483.22,MB/s
memory interleaved on 3 5 6,STREAM,Copy,4216.71,MB/s,Scale,4658.15,MB/s,Add,5311.39,MB/s,Triad,4276.76,MB/s
memory interleaved on 0 3 5 6,STREAM,Copy,4546.06,MB/s,Scale,4331.16,MB/s,Add,5160.55,MB/s,Triad,4108.83,MB/s
memory interleaved on 1 3 5 6,STREAM,Copy,4734.86,MB/s,Scale,4377.55,MB/s,Add,5223.56,MB/s,Triad,4334.56,MB/s
memory interleaved on 0 1 3 5 6,STREAM,Copy,4602.67,MB/s,Scale,4613.29,MB/s,Add,5478.16,MB/s,Triad,4251.80,MB/s
memory interleaved on 2 3 5 6,STREAM,Copy,4655.41,MB/s,Scale,4416.52,MB/s,Add,5158.78,MB/s,Triad,4274.65,MB/s
memory interleaved on 0 2 3 5 6,STREAM,Copy,4596.93,MB/s,Scale,4594.82,MB/s,Add,5430.48,MB/s,Triad,4231.89,MB/s
memory interleaved on 1 2 3 5 6,STREAM,Copy,4747.07,MB/s,Scale,4732.90,MB/s,Add,5581.11,MB/s,Triad,4451.24,MB/s
memory interleaved on 0 1 2 3 5 6,STREAM,Copy,4687.49,MB/s,Scale,4599.35,MB/s,Add,5509.54,MB/s,Triad,4310.88,MB/s
memory interleaved on 4 5 6,STREAM,Copy,3451.23,MB/s,Scale,4286.31,MB/s,Add,4529.27,MB/s,Triad,3989.70,MB/s
memory interleaved on 0 4 5 6,STREAM,Copy,4268.72,MB/s,Scale,3861.50,MB/s,Add,4539.29,MB/s,Triad,3896.45,MB/s
memory interleaved on 1 4 5 6,STREAM,Copy,4411.78,MB/s,Scale,3880.79,MB/s,Add,4591.55,MB/s,Triad,4080.37,MB/s
memory interleaved on 0 1 4 5 6,STREAM,Copy,4410.11,MB/s,Scale,4380.59,MB/s,Add,5322.19,MB/s,Triad,4200.84,MB/s
memory interleaved on 2 4 5 6,STREAM,Copy,4432.81,MB/s,Scale,3993.68,MB/s,Add,4692.68,MB/s,Triad,4107.73,MB/s
memory interleaved on 0 2 4 5 6,STREAM,Copy,4438.13,MB/s,Scale,4400.69,MB/s,Add,5348.54,MB/s,Triad,4218.77,MB/s
memory interleaved on 1 2 4 5 6,STREAM,Copy,4572.85,MB/s,Scale,4521.97,MB/s,Add,5503.47,MB/s,Triad,4433.18,MB/s
memory interleaved on 0 1 2 4 5 6,STREAM,Copy,4549.34,MB/s,Scale,4471.65,MB/s,Add,5442.33,MB/s,Triad,4300.09,MB/s
memory interleaved on 3 4 5 6,STREAM,Copy,4286.04,MB/s,Scale,3879.50,MB/s,Add,4567.96,MB/s,Triad,3908.81,MB/s
memory interleaved on 0 3 4 5 6,STREAM,Copy,4311.68,MB/s,Scale,4266.90,MB/s,Add,5205.94,MB/s,Triad,4017.83,MB/s
memory interleaved on 1 3 4 5 6,STREAM,Copy,4436.13,MB/s,Scale,4376.47,MB/s,Add,5351.77,MB/s,Triad,4205.73,MB/s
memory interleaved on 0 1 3 4 5 6,STREAM,Copy,4409.01,MB/s,Scale,4388.54,MB/s,Add,5326.51,MB/s,Triad,4140.00,MB/s
memory interleaved on 2 3 4 5 6,STREAM,Copy,4412.11,MB/s,Scale,4350.57,MB/s,Add,5299.56,MB/s,Triad,4172.10,MB/s
memory interleaved on 0 2 3 4 5 6,STREAM,Copy,4410.99,MB/s,Scale,4374.53,MB/s,Add,5292.91,MB/s,Triad,4123.85,MB/s
memory interleaved on 1 2 3 4 5 6,STREAM,Copy,4489.18,MB/s,Scale,4494.38,MB/s,Add,5405.89,MB/s,Triad,4290.05,MB/s
memory interleaved on 0 1 2 3 4 5 6,STREAM,Copy,4471.95,MB/s,Scale,4453.66,MB/s,Add,5367.68,MB/s,Triad,4193.13,MB/s
memory interleaved on 0 7,STREAM,Copy,5075.15,MB/s,Scale,5055.74,MB/s,Add,5754.44,MB/s,Triad,4891.87,MB/s
memory interleaved on 1 7,STREAM,Copy,5172.77,MB/s,Scale,5128.43,MB/s,Add,5583.50,MB/s,Triad,5180.99,MB/s
memory interleaved on 0 1 7,STREAM,Copy,4354.11,MB/s,Scale,4791.95,MB/s,Add,5432.48,MB/s,Triad,4673.20,MB/s
memory interleaved on 2 7,STREAM,Copy,5737.95,MB/s,Scale,5667.63,MB/s,Add,6344.58,MB/s,Triad,5430.49,MB/s
memory interleaved on 0 2 7,STREAM,Copy,5053.49,MB/s,Scale,5034.23,MB/s,Add,5848.18,MB/s,Triad,4786.70,MB/s
memory interleaved on 1 2 7,STREAM,Copy,4913.88,MB/s,Scale,5377.36,MB/s,Add,5917.11,MB/s,Triad,5097.11,MB/s
memory interleaved on 0 1 2 7,STREAM,Copy,4962.35,MB/s,Scale,4658.15,MB/s,Add,5494.52,MB/s,Triad,4687.21,MB/s
memory interleaved on 3 7,STREAM,Copy,5068.48,MB/s,Scale,5041.13,MB/s,Add,5741.23,MB/s,Triad,4878.93,MB/s
memory interleaved on 0 3 7,STREAM,Copy,4739.30,MB/s,Scale,4717.88,MB/s,Add,5545.09,MB/s,Triad,4438.04,MB/s
memory interleaved on 1 3 7,STREAM,Copy,4622.15,MB/s,Scale,4977.20,MB/s,Add,5609.48,MB/s,Triad,4728.02,MB/s
memory interleaved on 0 1 3 7,STREAM,Copy,4734.50,MB/s,Scale,4460.26,MB/s,Add,5319.24,MB/s,Triad,4394.87,MB/s
memory interleaved on 2 3 7,STREAM,Copy,4669.02,MB/s,Scale,4768.44,MB/s,Add,5349.31,MB/s,Triad,4630.48,MB/s
memory interleaved on 0 2 3 7,STREAM,Copy,4707.70,MB/s,Scale,4618.16,MB/s,Add,5291.54,MB/s,Triad,4358.33,MB/s
memory interleaved on 1 2 3 7,STREAM,Copy,4899.08,MB/s,Scale,4636.23,MB/s,Add,5306.04,MB/s,Triad,4532.83,MB/s
memory interleaved on 0 1 2 3 7,STREAM,Copy,4706.77,MB/s,Scale,4704.84,MB/s,Add,5564.77,MB/s,Triad,4440.13,MB/s
memory interleaved on 4 7,STREAM,Copy,3854.70,MB/s,Scale,3861.32,MB/s,Add,4150.65,MB/s,Triad,4156.41,MB/s
memory interleaved on 0 4 7,STREAM,Copy,3844.53,MB/s,Scale,4272.93,MB/s,Add,4760.60,MB/s,Triad,4190.61,MB/s
memory interleaved on 1 4 7,STREAM,Copy,3756.10,MB/s,Scale,4457.98,MB/s,Add,4788.92,MB/s,Triad,4415.25,MB/s
memory interleaved on 0 1 4 7,STREAM,Copy,4425.47,MB/s,Scale,3994.13,MB/s,Add,4746.17,MB/s,Triad,4185.59,MB/s
memory interleaved on 2 4 7,STREAM,Copy,4045.68,MB/s,Scale,4505.62,MB/s,Add,4953.83,MB/s,Triad,4464.69,MB/s
memory interleaved on 0 2 4 7,STREAM,Copy,4501.85,MB/s,Scale,4197.77,MB/s,Add,4906.10,MB/s,Triad,4229.00,MB/s
memory interleaved on 1 2 4 7,STREAM,Copy,4669.36,MB/s,Scale,4232.57,MB/s,Add,4915.74,MB/s,Triad,4392.86,MB/s
memory interleaved on 0 1 2 4 7,STREAM,Copy,4534.60,MB/s,Scale,4575.26,MB/s,Add,5513.34,MB/s,Triad,4448.75,MB/s
memory interleaved on 3 4 7,STREAM,Copy,3851.11,MB/s,Scale,4283.12,MB/s,Add,4775.82,MB/s,Triad,4185.59,MB/s
memory interleaved on 0 3 4 7,STREAM,Copy,4323.12,MB/s,Scale,4042.83,MB/s,Add,4762.57,MB/s,Triad,4018.13,MB/s
memory interleaved on 1 3 4 7,STREAM,Copy,4474.47,MB/s,Scale,4061.90,MB/s,Add,4781.88,MB/s,Triad,4174.60,MB/s
memory interleaved on 0 1 3 4 7,STREAM,Copy,4409.89,MB/s,Scale,4425.75,MB/s,Add,5358.10,MB/s,Triad,4234.11,MB/s
memory interleaved on 2 3 4 7,STREAM,Copy,4410.43,MB/s,Scale,4059.50,MB/s,Add,4755.25,MB/s,Triad,4134.44,MB/s
memory interleaved on 0 2 3 4 7,STREAM,Copy,4399.01,MB/s,Scale,4400.13,MB/s,Add,5308.99,MB/s,Triad,4217.94,MB/s
memory interleaved on 1 2 3 4 7,STREAM,Copy,4507.69,MB/s,Scale,4492.89,MB/s,Add,5443.46,MB/s,Triad,4430.53,MB/s
memory interleaved on 0 1 2 3 4 7,STREAM,Copy,4582.13,MB/s,Scale,4422.71,MB/s,Add,5451.10,MB/s,Triad,4337.09,MB/s
memory interleaved on 5 7,STREAM,Copy,5079.56,MB/s,Scale,5042.90,MB/s,Add,5486.22,MB/s,Triad,5112.27,MB/s
memory interleaved on 0 5 7,STREAM,Copy,4569.26,MB/s,Scale,4918.36,MB/s,Add,5560.08,MB/s,Triad,4699.19,MB/s
memory interleaved on 1 5 7,STREAM,Copy,4450.88,MB/s,Scale,5231.63,MB/s,Add,5600.18,MB/s,Triad,4980.41,MB/s
memory interleaved on 0 1 5 7,STREAM,Copy,4898.77,MB/s,Scale,4475.62,MB/s,Add,5284.61,MB/s,Triad,4603.64,MB/s
memory interleaved on 2 5 7,STREAM,Copy,4880.99,MB/s,Scale,5315.54,MB/s,Add,5863.57,MB/s,Triad,5064.38,MB/s
memory interleaved on 0 2 5 7,STREAM,Copy,5016.13,MB/s,Scale,4765.16,MB/s,Add,5528.74,MB/s,Triad,4675.92,MB/s
memory interleaved on 1 2 5 7,STREAM,Copy,5250.46,MB/s,Scale,4813.77,MB/s,Add,5555.94,MB/s,Triad,4878.90,MB/s
memory interleaved on 0 1 2 5 7,STREAM,Copy,4911.47,MB/s,Scale,4948.99,MB/s,Add,5809.92,MB/s,Triad,4687.20,MB/s
memory interleaved on 3 5 7,STREAM,Copy,4579.17,MB/s,Scale,4910.82,MB/s,Add,5567.15,MB/s,Triad,4692.87,MB/s
memory interleaved on 0 3 5 7,STREAM,Copy,4757.09,MB/s,Scale,4522.87,MB/s,Add,5325.42,MB/s,Triad,4389.92,MB/s
memory interleaved on 1 3 5 7,STREAM,Copy,4957.42,MB/s,Scale,4550.50,MB/s,Add,5361.40,MB/s,Triad,4570.94,MB/s
memory interleaved on 0 1 3 5 7,STREAM,Copy,4751.92,MB/s,Scale,4745.47,MB/s,Add,5630.24,MB/s,Triad,4441.81,MB/s
memory interleaved on 2 3 5 7,STREAM,Copy,4872.79,MB/s,Scale,4516.11,MB/s,Add,5308.17,MB/s,Triad,4518.96,MB/s
memory interleaved on 0 2 3 5 7,STREAM,Copy,4753.84,MB/s,Scale,4728.09,MB/s,Add,5572.23,MB/s,Triad,4428.10,MB/s
memory interleaved on 1 2 3 5 7,STREAM,Copy,4910.12,MB/s,Scale,4859.89,MB/s,Add,5724.59,MB/s,Triad,4681.99,MB/s
memory interleaved on 0 1 2 3 5 7,STREAM,Copy,4837.75,MB/s,Scale,4722.37,MB/s,Add,5661.24,MB/s,Triad,4519.51,MB/s
memory interleaved on 4 5 7,STREAM,Copy,3554.27,MB/s,Scale,4377.81,MB/s,Add,4664.25,MB/s,Triad,4357.63,MB/s
memory interleaved on 0 4 5 7,STREAM,Copy,4390.72,MB/s,Scale,3984.33,MB/s,Add,4662.40,MB/s,Triad,4151.64,MB/s
memory interleaved on 1 4 5 7,STREAM,Copy,4537.50,MB/s,Scale,3975.25,MB/s,Add,4687.64,MB/s,Triad,4297.26,MB/s
memory interleaved on 0 1 4 5 7,STREAM,Copy,4511.75,MB/s,Scale,4462.79,MB/s,Add,5463.06,MB/s,Triad,4401.91,MB/s
memory interleaved on 2 4 5 7,STREAM,Copy,4575.84,MB/s,Scale,4092.80,MB/s,Add,4808.44,MB/s,Triad,4328.66,MB/s
memory interleaved on 0 2 4 5 7,STREAM,Copy,4551.41,MB/s,Scale,4486.84,MB/s,Add,5490.76,MB/s,Triad,4413.76,MB/s
memory interleaved on 1 2 4 5 7,STREAM,Copy,4685.00,MB/s,Scale,4600.20,MB/s,Add,5633.88,MB/s,Triad,4670.49,MB/s
memory interleaved on 0 1 2 4 5 7,STREAM,Copy,4674.66,MB/s,Scale,4563.85,MB/s,Add,5590.89,MB/s,Triad,4513.89,MB/s
