8 nodes available
memory interleaved on 0 4 6,STREAM,Copy,3487.48,MB/s,Scale,4123.19,MB/s,Add,4442.12,MB/s,Triad,3759.85,MB/s
memory interleaved on 1 4 6,STREAM,Copy,3420.75,MB/s,Scale,4328.62,MB/s,Add,4569.86,MB/s,Triad,4000.52,MB/s
memory interleaved on 0 1 4 6,STREAM,Copy,4291.44,MB/s,Scale,4297.12,MB/s,Add,5234.69,MB/s,Triad,4094.19,MB/s
memory interleaved on 2 4 6,STREAM,Copy,3667.46,MB/s,Scale,4346.44,MB/s,Add,4704.73,MB/s,Triad,4034.99,MB/s
memory interleaved on 0 2 4 6,STREAM,Copy,4330.50,MB/s,Scale,4336.19,MB/s,Add,5265.66,MB/s,Triad,4110.97,MB/s
memory interleaved on 1 2 4 6,STREAM,Copy,4495.68,MB/s,Scale,4508.43,MB/s,Add,5479.72,MB/s,Triad,4387.64,MB/s
memory interleaved on 0 1 2 4 6,STREAM,Copy,4454.85,MB/s,Scale,4454.31,MB/s,Add,5390.69,MB/s,Triad,4228.55,MB/s
memory interleaved on 3 4 6,STREAM,Copy,3514.00,MB/s,Scale,4160.91,MB/s,Add,4540.51,MB/s,Triad,3781.77,MB/s
memory interleaved on 0 3 4 6,STREAM,Copy,4183.72,MB/s,Scale,4193.01,MB/s,Add,5105.12,MB/s,Triad,3898.49,MB/s
memory interleaved on 1 3 4 6,STREAM,Copy,4336.63,MB/s,Scale,4340.77,MB/s,Add,5303.47,MB/s,Triad,4121.23,MB/s
memory interleaved on 0 1 3 4 6,STREAM,Copy,4317.45,MB/s,Scale,4318.80,MB/s,Add,5242.51,MB/s,Triad,4022.40,MB/s
memory interleaved on 2 3 4 6,STREAM,Copy,4269.48,MB/s,Scale,4275.93,MB/s,Add,5202.04,MB/s,Triad,4063.73,MB/s
memory interleaved on 0 2 3 4 6,STREAM,Copy,4297.81,MB/s,Scale,4298.25,MB/s,Add,5207.47,MB/s,Triad,4005.61,MB/s
memory interleaved on 1 2 3 4 6,STREAM,Copy,4414.76,MB/s,Scale,4410.25,MB/s,Add,5355.45,MB/s,Triad,4184.98,MB/s
memory interleaved on 0 1 2 3 4 6,STREAM,Copy,4402.91,MB/s,Scale,4338.40,MB/s,Add,5298.73,MB/s,Triad,4093.46,MB/s
memory interleaved on 5 6,STREAM,Copy,4544.93,MB/s,Scale,4551.35,MB/s,Add,5165.42,MB/s,Triad,4539.23,MB/s
memory interleaved on 0 5 6,STREAM,Copy,4121.66,MB/s,Scale,4639.00,MB/s,Add,5240.81,MB/s,Triad,4233.34,MB/s
memory interleaved on 1 5 6,STREAM,Copy,4032.50,MB/s,Scale,4971.91,MB/s,Add,5330.11,MB/s,Triad,4600.85,MB/s
memory interleaved on 0 1 5 6,STREAM,Copy,4694.29,MB/s,Scale,4687.05,MB/s,Add,5586.03,MB/s,Triad,4389.28,MB/s
memory interleaved on 2 5 6,STREAM,Copy,4383.97,MB/s,Scale,5003.73,MB/s,Add,5547.64,MB/s,Triad,4660.63,MB/s
memory interleaved on 0 2 5 6,STREAM,Copy,4760.66,MB/s,Scale,4754.48,MB/s,Add,5630.45,MB/s,Triad,4414.24,MB/s
memory interleaved on 1 2 5 6,STREAM,Copy,4983.75,MB/s,Scale,5003.19,MB/s,Add,5874.60,MB/s,Triad,4793.01,MB/s
memory interleaved on 0 1 2 5 6,STREAM,Copy,4785.39,MB/s,Scale,4780.20,MB/s,Add,5662.59,MB/s,Triad,4477.38,MB/s
memory interleaved on 3 5 6,STREAM,Copy,4148.30,MB/s,Scale,4664.97,MB/s,Add,5286.44,MB/s,Triad,4239.58,MB/s
memory interleaved on 0 3 5 6,STREAM,Copy,4548.95,MB/s,Scale,4536.31,MB/s,Add,5422.05,MB/s,Triad,4133.07,MB/s
memory interleaved on 1 3 5 6,STREAM,Copy,4751.83,MB/s,Scale,4743.57,MB/s,Add,5638.72,MB/s,Triad,4414.04,MB/s
memory interleaved on 0 1 3 5 6,STREAM,Copy,4614.16,MB/s,Scale,4607.29,MB/s,Add,5493.61,MB/s,Triad,4243.36,MB/s
memory interleaved on 2 3 5 6,STREAM,Copy,4665.35,MB/s,Scale,4662.73,MB/s,Add,5501.74,MB/s,Triad,4338.09,MB/s
memory interleaved on 0 2 3 5 6,STREAM,Copy,4599.47,MB/s,Scale,4591.52,MB/s,Add,5454.26,MB/s,Triad,4222.58,MB/s
memory interleaved on 1 2 3 5 6,STREAM,Copy,4753.99,MB/s,Scale,4749.47,MB/s,Add,5619.98,MB/s,Triad,4443.40,MB/s
memory interleaved on 0 1 2 3 5 6,STREAM,Copy,4666.66,MB/s,Scale,4587.58,MB/s,Add,5508.01,MB/s,Triad,4277.91,MB/s
memory interleaved on 4 5 6,STREAM,Copy,3359.17,MB/s,Scale,4272.61,MB/s,Add,4483.20,MB/s,Triad,3947.53,MB/s
memory interleaved on 0 4 5 6,STREAM,Copy,4281.30,MB/s,Scale,4282.33,MB/s,Add,5228.58,MB/s,Triad,4084.06,MB/s
memory interleaved on 1 4 5 6,STREAM,Copy,4435.21,MB/s,Scale,4442.62,MB/s,Add,5434.98,MB/s,Triad,4349.15,MB/s
memory interleaved on 0 1 4 5 6,STREAM,Copy,4400.75,MB/s,Scale,4410.72,MB/s,Add,5349.25,MB/s,Triad,4200.62,MB/s
memory interleaved on 2 4 5 6,STREAM,Copy,4448.47,MB/s,Scale,4454.82,MB/s,Add,5440.76,MB/s,Triad,4351.13,MB/s
memory interleaved on 0 2 4 5 6,STREAM,Copy,4423.67,MB/s,Scale,4432.54,MB/s,Add,5367.46,MB/s,Triad,4211.56,MB/s
memory interleaved on 1 2 4 5 6,STREAM,Copy,4553.25,MB/s,Scale,4571.47,MB/s,Add,5530.17,MB/s,Triad,4433.18,MB/s
memory interleaved on 0 1 2 4 5 6,STREAM,Copy,4528.94,MB/s,Scale,4460.28,MB/s,Add,5454.12,MB/s,Triad,4275.92,MB/s
memory interleaved on 3 4 5 6,STREAM,Copy,4299.58,MB/s,Scale,4297.01,MB/s,Add,5272.17,MB/s,Triad,4090.65,MB/s
memory interleaved on 0 3 4 5 6,STREAM,Copy,4292.79,MB/s,Scale,4296.03,MB/s,Add,5225.77,MB/s,Triad,4012.81,MB/s
memory interleaved on 1 3 4 5 6,STREAM,Copy,4415.43,MB/s,Scale,4420.42,MB/s,Add,5376.93,MB/s,Triad,4198.77,MB/s
memory interleaved on 0 1 3 4 5 6,STREAM,Copy,4400.36,MB/s,Scale,4362.11,MB/s,Add,5329.51,MB/s,Triad,4103.11,MB/s
memory interleaved on 2 3 4 5 6,STREAM,Copy,4387.66,MB/s,Scale,4392.18,MB/s,Add,5327.80,MB/s,Triad,4168.23,MB/s
memory interleaved on 0 2 3 4 5 6,STREAM,Copy,4405.94,MB/s,Scale,4339.66,MB/s,Add,5294.45,MB/s,Triad,4086.28,MB/s
memory interleaved on 1 2 3 4 5 6,STREAM,Copy,4492.96,MB/s,Scale,4465.95,MB/s,Add,5411.86,MB/s,Triad,4258.24,MB/s
memory interleaved on 0 1 2 3 4 5 6,STREAM,Copy,4469.66,MB/s,Scale,4388.84,MB/s,Add,5353.86,MB/s,Triad,4151.07,MB/s
memory interleaved on 0 7,STREAM,Copy,5018.42,MB/s,Scale,4981.55,MB/s,Add,5694.30,MB/s,Triad,4829.54,MB/s
memory interleaved on 1 7,STREAM,Copy,5114.24,MB/s,Scale,5058.62,MB/s,Add,5535.46,MB/s,Triad,5129.59,MB/s
memory interleaved on 0 1 7,STREAM,Copy,4227.55,MB/s,Scale,4776.41,MB/s,Add,5411.75,MB/s,Triad,4614.15,MB/s
memory interleaved on 2 7,STREAM,Copy,5704.68,MB/s,Scale,5620.51,MB/s,Add,6313.68,MB/s,Triad,5390.94,MB/s
memory interleaved on 0 2 7,STREAM,Copy,4947.88,MB/s,Scale,5005.63,MB/s,Add,5801.12,MB/s,Triad,4734.64,MB/s
memory interleaved on 1 2 7,STREAM,Copy,4806.62,MB/s,Scale,5359.92,MB/s,Add,5878.79,MB/s,Triad,5060.18,MB/s
memory interleaved on 0 1 2 7,STREAM,Copy,4961.82,MB/s,Scale,4912.10,MB/s,Add,5823.19,MB/s,Triad,4727.59,MB/s
memory interleaved on 3 7,STREAM,Copy,5029.07,MB/s,Scale,4991.47,MB/s,Add,5698.60,MB/s,Triad,4821.00,MB/s
memory interleaved on 0 3 7,STREAM,Copy,4631.87,MB/s,Scale,4690.17,MB/s,Add,5496.03,MB/s,Triad,4368.63,MB/s
memory interleaved on 1 3 7,STREAM,Copy,4509.42,MB/s,Scale,4961.53,MB/s,Add,5567.02,MB/s,Triad,4671.57,MB/s
memory interleaved on 0 1 3 7,STREAM,Copy,4724.46,MB/s,Scale,4697.82,MB/s,Add,5607.69,MB/s,Triad,4424.77,MB/s
memory interleaved on 2 3 7,STREAM,Copy,4541.36,MB/s,Scale,4750.41,MB/s,Add,5337.35,MB/s,Triad,4572.68,MB/s
memory interleaved on 0 2 3 7,STREAM,Copy,4691.93,MB/s,Scale,4669.05,MB/s,Add,5499.77,MB/s,Triad,4381.50,MB/s
memory interleaved on 1 2 3 7,STREAM,Copy,4901.70,MB/s,Scale,4880.28,MB/s,Add,5697.60,MB/s,Triad,4668.59,MB/s
memory interleaved on 0 1 2 3 7,STREAM,Copy,4743.70,MB/s,Scale,4720.13,MB/s,Add,5605.20,MB/s,Triad,4461.63,MB/s
memory interleaved on 4 7,STREAM,Copy,3795.04,MB/s,Scale,3790.19,MB/s,Add,4069.83,MB/s,Triad,4075.50,MB/s
memory interleaved on 0 4 7,STREAM,Copy,3698.98,MB/s,Scale,4275.54,MB/s,Add,4687.32,MB/s,Triad,4114.50,MB/s
memory interleaved on 1 4 7,STREAM,Copy,3612.24,MB/s,Scale,4464.15,MB/s,Add,4720.25,MB/s,Triad,4352.96,MB/s
memory interleaved on 0 1 4 7,STREAM,Copy,4416.49,MB/s,Scale,4405.64,MB/s,Add,5436.95,MB/s,Triad,4397.93,MB/s
memory interleaved on 2 4 7,STREAM,Copy,3900.43,MB/s,Scale,4514.72,MB/s,Add,4884.25,MB/s,Triad,4400.81,MB/s
memory interleaved on 0 2 4 7,STREAM,Copy,4491.80,MB/s,Scale,4476.88,MB/s,Add,5473.79,MB/s,Triad,4419.80,MB/s
memory interleaved on 1 2 4 7,STREAM,Copy,4667.27,MB/s,Scale,4655.40,MB/s,Add,5663.81,MB/s,Triad,4714.18,MB/s
memory interleaved on 0 1 2 4 7,STREAM,Copy,4592.10,MB/s,Scale,4577.03,MB/s,Add,5547.35,MB/s,Triad,4469.35,MB/s
memory interleaved on 3 4 7,STREAM,Copy,3709.34,MB/s,Scale,4292.74,MB/s,Add,4706.31,MB/s,Triad,4112.53,MB/s
memory interleaved on 0 3 4 7,STREAM,Copy,4315.63,MB/s,Scale,4317.45,MB/s,Add,5308.12,MB/s,Triad,4131.23,MB/s
memory interleaved on 1 3 4 7,STREAM,Copy,4475.33,MB/s,Scale,4470.18,MB/s,Add,5479.54,MB/s,Triad,4414.58,MB/s
memory interleaved on 0 1 3 4 7,STREAM,Copy,4451.70,MB/s,Scale,4437.63,MB/s,Add,5389.42,MB/s,Triad,4247.59,MB/s
memory interleaved on 2 3 4 7,STREAM,Copy,4399.14,MB/s,Scale,4396.41,MB/s,Add,5360.13,MB/s,Triad,4352.29,MB/s
memory interleaved on 0 2 3 4 7,STREAM,Copy,4426.67,MB/s,Scale,4413.23,MB/s,Add,5344.09,MB/s,Triad,4236.26,MB/s
memory interleaved on 1 2 3 4 7,STREAM,Copy,4539.47,MB/s,Scale,4515.92,MB/s,Add,5489.21,MB/s,Triad,4453.44,MB/s
memory interleaved on 0 1 2 3 4 7,STREAM,Copy,4521.93,MB/s,Scale,4415.74,MB/s,Add,5431.46,MB/s,Triad,4286.09,MB/s
memory interleaved on 5 7,STREAM,Copy,5036.86,MB/s,Scale,4989.90,MB/s,Add,5442.31,MB/s,Triad,5068.01,MB/s
memory interleaved on 0 5 7,STREAM,Copy,4449.77,MB/s,Scale,4909.48,MB/s,Add,5511.95,MB/s,Triad,4646.95,MB/s
memory interleaved on 1 5 7,STREAM,Copy,4333.32,MB/s,Scale,5244.90,MB/s,Add,5559.49,MB/s,Triad,4945.11,MB/s
memory interleaved on 0 1 5 7,STREAM,Copy,4903.35,MB/s,Scale,4858.57,MB/s,Add,5803.11,MB/s,Triad,4709.08,MB/s
memory interleaved on 2 5 7,STREAM,Copy,4759.23,MB/s,Scale,5326.19,MB/s,Add,5825.52,MB/s,Triad,5023.41,MB/s
memory interleaved on 0 2 5 7,STREAM,Copy,5019.32,MB/s,Scale,4964.57,MB/s,Add,5860.03,MB/s,Triad,4735.80,MB/s
memory interleaved on 1 2 5 7,STREAM,Copy,5270.69,MB/s,Scale,5232.73,MB/s,Add,6115.32,MB/s,Triad,5074.09,MB/s
memory interleaved on 0 1 2 5 7,STREAM,Copy,4954.75,MB/s,Scale,4934.60,MB/s,Add,5841.84,MB/s,Triad,4702.89,MB/s
memory interleaved on 3 5 7,STREAM,Copy,4462.16,MB/s,Scale,4917.63,MB/s,Add,5522.86,MB/s,Triad,4640.29,MB/s
memory interleaved on 0 3 5 7,STREAM,Copy,4761.25,MB/s,Scale,4721.34,MB/s,Add,5632.36,MB/s,Triad,4428.26,MB/s
memory interleaved on 1 3 5 7,STREAM,Copy,4982.62,MB/s,Scale,4941.93,MB/s,Add,5852.02,MB/s,Triad,4726.15,MB/s
memory interleaved on 0 1 3 5 7,STREAM,Copy,4778.82,MB/s,Scale,4753.99,MB/s,Add,5661.37,MB/s,Triad,4455.52,MB/s
memory interleaved on 2 3 5 7,STREAM,Copy,4880.18,MB/s,Scale,4845.00,MB/s,Add,5688.64,MB/s,Triad,4650.25,MB/s
memory interleaved on 0 2 3 5 7,STREAM,Copy,4761.64,MB/s,Scale,4740.03,MB/s,Add,5612.13,MB/s,Triad,4441.35,MB/s
memory interleaved on 1 2 3 5 7,STREAM,Copy,4916.45,MB/s,Scale,4890.18,MB/s,Add,5779.70,MB/s,Triad,4705.23,MB/s
memory interleaved on 0 1 2 3 5 7,STREAM,Copy,4797.15,MB/s,Scale,4700.67,MB/s,Add,5646.71,MB/s,Triad,4471.31,MB/s
memory interleaved on 4 5 7,STREAM,Copy,3427.04,MB/s,Scale,4360.70,MB/s,Add,4614.50,MB/s,Triad,4293.61,MB/s
memory interleaved on 0 4 5 7,STREAM,Copy,4395.38,MB/s,Scale,4379.33,MB/s,Add,5430.76,MB/s,Triad,4386.27,MB/s
memory interleaved on 1 4 5 7,STREAM,Copy,4552.80,MB/s,Scale,4540.65,MB/s,Add,5609.22,MB/s,Triad,4677.15,MB/s
memory interleaved on 0 1 4 5 7,STREAM,Copy,4501.49,MB/s,Scale,4501.49,MB/s,Add,5506.04,MB/s,Triad,4424.09,MB/s
memory interleaved on 2 4 5 7,STREAM,Copy,4582.38,MB/s,Scale,4567.92,MB/s,Add,5615.89,MB/s,Triad,4678.45,MB/s
memory interleaved on 0 2 4 5 7,STREAM,Copy,4527.15,MB/s,Scale,4528.50,MB/s,Add,5525.77,MB/s,Triad,4438.14,MB/s
memory interleaved on 1 2 4 5 7,STREAM,Copy,4660.96,MB/s,Scale,4661.12,MB/s,Add,5673.13,MB/s,Triad,4704.28,MB/s
memory interleaved on 0 1 2 4 5 7,STREAM,Copy,4635.62,MB/s,Scale,4540.80,MB/s,Add,5593.90,MB/s,Triad,4474.76,MB/s
