Sockets\Mem_Nodes,0,1,2,3
0-1,13816.1,10158.3,9937.35
0-2,10246.025,11237.15,10394.375
0-3,9119.275,9297.45,13877.3
1-2,9518.4,9479.5,8856.05
1-3,10200.0,10124.825,10382.175
2-3,9236.75,10340.2,10405.7
