processor,node,bw
0-1,1,13816.1
0-1,2,10158.3
0-1,3,9937.35
0-2,1,10246.025
0-2,2,11237.149999999998
0-2,3,10394.375
0-3,1,9119.275
0-3,2,9297.449999999999
0-3,3,13877.3
1-2,1,9518.4
1-2,2,9479.5
1-2,3,8856.05
1-3,1,10200.0
1-3,2,10124.825
1-3,3,10382.175
2-3,1,9236.75
2-3,2,10340.199999999999
2-3,3,10405.7
