Sockets\Mem_Nodes,0,1,2,3
0-1,7824.875,14714.025,5064.025,4992.725
0-2,7931.7,5612.675,9874.525,5643.1
0-3,9174.725,4677.275,4701.95,12932.2
1-2,4771.725,11794.1,11709.7,4834.2
1-3,5583.825,9917.525,5650.55,9990.375
2-3,4994.65,5066.3,11463.95,14860.0
